data,cidade,polo,temp_ar_c,temp_max_c,temp_min_c,umidade_relativa_pct,ponto_orvalho_c,chuva_mm,radiacao_kj_m2,vento_ms,rajada_ms,origem_clima,vpd_kpa,dli_mol_m2_d
2026-06-03,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.77,21.11,9.16,67.64,9.3,7.6,16114.2,2.6,9.36,sazonal_sintetico,0.62,33.14
2026-06-04,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.33,22.28,9.98,76.9,11.71,4.88,13302.7,2.6,4.7,sazonal_sintetico,0.481,27.36
2026-06-05,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.83,23.33,14.56,58.27,10.49,0.0,19597.3,2.72,6.81,sazonal_sintetico,0.906,40.3
2026-06-06,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.49,21.84,10.73,65.25,9.54,6.13,13086.2,3.8,9.39,sazonal_sintetico,0.686,26.91
2026-06-07,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.64,22.91,11.59,73.45,12.33,0.0,11730.4,2.93,9.51,sazonal_sintetico,0.584,24.12
2026-06-08,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.52,21.09,10.99,74.27,10.38,12.4,12489.0,1.02,6.58,sazonal_sintetico,0.504,25.68
2026-06-09,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.52,19.57,10.01,55.36,5.59,0.0,13131.7,3.42,7.74,sazonal_sintetico,0.744,27.01
2026-06-10,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.78,20.28,9.01,63.02,7.39,0.0,13569.5,2.03,8.9,sazonal_sintetico,0.653,27.91
2026-06-11,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.08,20.98,8.63,74.62,10.0,0.0,18104.1,2.39,4.58,sazonal_sintetico,0.486,37.23
2026-06-12,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.03,25.19,12.06,68.57,12.74,0.0,9862.2,1.28,8.21,sazonal_sintetico,0.729,20.28
2026-06-13,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.86,21.7,9.19,66.28,8.11,0.27,14575.4,2.72,8.97,sazonal_sintetico,0.609,29.97
2026-06-14,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.14,24.53,9.25,63.3,9.8,0.0,12694.1,1.78,8.42,sazonal_sintetico,0.744,26.11
2026-06-15,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.67,19.57,10.58,62.04,7.07,0.0,7656.9,2.38,5.65,sazonal_sintetico,0.662,15.75
2026-06-16,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.2,23.22,11.41,66.66,10.53,0.0,14158.8,2.07,4.79,sazonal_sintetico,0.69,29.12
2026-06-17,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.39,22.83,10.39,62.78,8.95,13.04,15496.5,3.84,9.16,sazonal_sintetico,0.72,31.87
2026-06-18,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.6,19.45,9.41,64.17,8.43,8.57,9494.6,3.89,8.47,sazonal_sintetico,0.667,19.53
2026-06-19,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.73,21.55,8.82,64.93,8.71,0.0,11818.7,2.34,6.95,sazonal_sintetico,0.661,24.31
2026-06-20,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.83,19.76,7.78,59.55,6.74,0.0,6963.0,2.35,8.97,sazonal_sintetico,0.703,14.32
2026-06-21,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.34,22.48,11.21,67.95,9.93,0.0,8221.1,2.0,7.1,sazonal_sintetico,0.636,16.91
2026-06-22,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.05,20.99,11.31,84.54,11.95,0.0,14633.4,3.18,6.74,sazonal_sintetico,0.312,30.09
2026-06-23,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.94,18.63,8.26,51.63,4.26,0.0,10347.5,2.04,6.04,sazonal_sintetico,0.764,21.28
2026-06-24,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.83,19.05,6.85,66.27,7.09,0.0,8504.8,1.96,4.63,sazonal_sintetico,0.574,17.49
2026-06-25,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.83,19.1,10.62,58.61,7.55,0.0,12209.4,3.08,6.04,sazonal_sintetico,0.758,25.11
2026-06-26,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.77,22.31,12.07,67.9,11.35,9.91,10063.0,1.87,4.59,sazonal_sintetico,0.691,20.69
2026-06-27,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.76,20.69,11.0,64.12,8.58,0.0,10167.8,2.27,8.32,sazonal_sintetico,0.674,20.91
2026-06-28,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.34,20.99,9.34,69.07,9.16,0.0,13518.1,1.03,6.56,sazonal_sintetico,0.583,27.8
2026-06-29,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.88,22.17,11.02,71.9,10.26,0.0,8158.5,2.86,7.52,sazonal_sintetico,0.555,16.78
2026-06-30,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.29,23.02,10.92,64.96,10.28,3.75,8841.2,3.85,7.72,sazonal_sintetico,0.722,18.18
2026-07-01,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.74,21.34,11.79,71.48,10.04,0.0,11774.0,2.88,8.22,sazonal_sintetico,0.557,24.21
2026-07-02,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.84,19.53,9.69,47.1,4.26,0.0,14024.8,3.47,9.53,sazonal_sintetico,0.86,28.84
2026-07-03,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.94,23.28,10.55,74.59,11.86,14.23,14746.7,1.62,8.03,sazonal_sintetico,0.541,30.33
2026-07-04,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.97,22.77,9.2,66.04,9.18,0.0,9388.7,2.49,7.22,sazonal_sintetico,0.653,19.31
2026-07-05,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.5,22.72,11.02,70.91,11.69,0.0,13848.1,1.55,7.64,sazonal_sintetico,0.627,28.48
2026-07-06,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.59,22.42,8.99,54.78,6.55,0.0,9001.9,2.12,6.67,sazonal_sintetico,0.8,18.51
2026-07-07,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.61,20.48,6.15,57.47,5.1,0.0,16286.5,2.92,7.29,sazonal_sintetico,0.68,33.49
2026-07-08,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.39,17.94,9.24,64.27,6.24,0.0,7975.8,2.38,8.71,sazonal_sintetico,0.585,16.4
2026-07-09,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.6,24.47,12.52,63.09,10.22,0.0,14848.9,1.17,5.1,sazonal_sintetico,0.767,30.54
2026-07-10,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.69,23.31,12.05,65.16,10.72,0.0,9271.4,1.25,5.23,sazonal_sintetico,0.735,19.07
2026-07-11,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.01,22.18,10.73,70.74,9.16,5.74,16728.7,1.2,4.72,sazonal_sintetico,0.546,34.4
2026-07-12,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.72,21.57,8.84,50.77,4.87,0.0,12730.9,2.69,7.29,sazonal_sintetico,0.81,26.18
2026-07-13,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.29,22.21,11.04,69.92,11.27,0.0,8215.6,3.95,8.68,sazonal_sintetico,0.637,16.9
2026-07-14,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.68,20.54,7.18,63.14,6.31,18.96,9585.0,3.39,8.69,sazonal_sintetico,0.611,19.71
2026-07-15,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.97,20.17,6.42,61.63,6.3,0.0,13223.0,0.78,4.94,sazonal_sintetico,0.641,27.19
2026-07-16,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.12,21.53,10.12,52.74,6.67,0.0,13973.1,3.44,6.53,sazonal_sintetico,0.853,28.74
2026-07-17,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.66,22.21,6.95,66.55,7.97,2.38,10819.4,3.05,9.38,sazonal_sintetico,0.598,22.25
2026-07-18,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.2,21.91,10.23,46.12,4.42,0.0,11135.7,1.06,4.79,sazonal_sintetico,0.89,22.9
2026-07-19,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.98,21.53,8.22,67.55,8.48,0.0,13129.0,2.06,8.67,sazonal_sintetico,0.594,27.0
2026-07-20,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.67,21.99,9.98,52.56,6.19,0.0,11371.2,3.18,6.21,sazonal_sintetico,0.834,23.38
2026-07-21,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.17,24.09,12.13,63.37,9.85,0.0,7378.5,2.74,7.54,sazonal_sintetico,0.743,15.17
2026-07-22,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.33,22.57,7.5,62.17,7.76,0.0,8723.8,1.25,5.94,sazonal_sintetico,0.686,17.94
2026-07-23,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.1,21.34,9.68,71.19,10.34,0.0,11659.9,2.79,8.93,sazonal_sintetico,0.574,23.98
2026-07-24,Bragança Paulista/Atibaia,Circuito das Frutas-SP,12.33,19.12,7.27,61.76,4.68,17.62,14407.9,0.59,3.28,sazonal_sintetico,0.58,29.63
2026-07-25,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.14,20.89,7.93,58.16,6.77,13.49,15534.0,2.12,8.67,sazonal_sintetico,0.734,31.95
2026-07-26,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.03,20.17,7.84,59.48,5.93,0.0,13198.3,3.21,7.87,sazonal_sintetico,0.671,27.14
2026-07-27,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.51,17.85,7.42,71.95,7.9,0.0,11827.9,2.31,7.25,sazonal_sintetico,0.483,24.32
2026-07-28,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.99,19.61,8.46,66.81,7.36,0.0,13129.7,1.9,6.45,sazonal_sintetico,0.571,27.0
2026-07-29,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.76,19.38,11.29,60.37,6.84,10.54,9177.3,3.01,5.19,sazonal_sintetico,0.689,18.87
2026-07-30,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.52,20.96,12.61,61.44,8.81,0.0,10627.9,3.08,7.57,sazonal_sintetico,0.746,21.86
2026-07-31,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.39,22.18,6.25,52.15,3.82,0.0,8763.8,3.35,6.67,sazonal_sintetico,0.734,18.02
2026-08-01,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.3,21.01,9.11,65.86,8.48,0.0,7590.9,3.0,6.71,sazonal_sintetico,0.631,15.61
2026-08-02,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.59,20.35,8.86,50.85,4.77,0.0,12038.9,3.17,8.41,sazonal_sintetico,0.803,24.76
2026-08-03,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.83,20.94,6.83,68.47,8.52,0.0,11643.6,2.89,7.37,sazonal_sintetico,0.575,23.95
2026-08-04,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.7,21.29,12.39,64.14,9.53,0.0,13070.4,2.51,4.98,sazonal_sintetico,0.712,26.88
2026-08-05,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.07,21.41,11.41,79.98,12.07,0.0,12696.4,2.37,4.74,sazonal_sintetico,0.418,26.11
2026-08-06,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.2,24.17,9.33,55.61,8.33,0.0,11870.7,2.11,5.04,sazonal_sintetico,0.866,24.41
2026-08-07,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.13,22.47,8.2,62.64,7.66,0.0,12775.3,1.33,4.28,sazonal_sintetico,0.672,26.27
2026-08-08,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.39,23.16,6.02,75.99,9.59,0.0,11124.3,1.54,6.58,sazonal_sintetico,0.445,22.88
2026-08-09,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.07,21.68,7.94,71.79,9.43,0.0,12428.6,2.07,4.96,sazonal_sintetico,0.532,25.56
2026-08-10,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.75,22.15,9.86,58.62,7.47,0.0,9269.5,2.49,8.9,sazonal_sintetico,0.754,19.06
2026-08-11,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.68,21.54,7.23,65.11,8.7,0.0,12369.6,3.45,6.5,sazonal_sintetico,0.656,25.44
2026-08-12,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.94,21.08,7.22,63.62,6.66,0.0,13239.2,2.27,4.72,sazonal_sintetico,0.613,27.23
2026-08-13,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.6,23.02,9.55,65.63,8.73,0.0,9527.3,3.1,9.48,sazonal_sintetico,0.646,19.59
2026-08-14,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.82,23.91,8.23,58.83,7.59,3.21,11583.8,3.16,6.64,sazonal_sintetico,0.755,23.82
2026-08-15,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.05,26.07,10.22,63.15,11.68,0.0,9730.4,2.11,6.24,sazonal_sintetico,0.831,20.01
2026-08-16,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.18,25.99,10.29,52.66,8.72,0.0,10041.5,2.78,9.57,sazonal_sintetico,0.962,20.65
2026-08-17,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.39,19.62,10.53,64.86,7.36,0.0,8406.7,2.11,8.83,sazonal_sintetico,0.613,17.29
2026-08-18,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.21,22.87,6.29,67.13,8.64,6.1,15142.8,3.36,8.93,sazonal_sintetico,0.608,31.14
2026-08-19,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.59,19.65,7.5,62.46,6.09,0.0,14626.2,2.81,5.15,sazonal_sintetico,0.616,30.08
2026-08-20,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.85,20.72,7.74,52.82,5.41,0.0,13192.2,1.35,6.31,sazonal_sintetico,0.791,27.13
2026-08-21,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.15,22.88,10.33,71.12,10.37,0.0,17256.1,2.43,9.37,sazonal_sintetico,0.577,35.49
2026-08-22,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.43,22.49,9.48,66.83,10.79,0.0,11251.9,3.62,10.35,sazonal_sintetico,0.696,23.14
2026-08-23,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.75,22.51,7.62,59.28,6.61,0.0,20320.1,2.16,4.69,sazonal_sintetico,0.703,41.79
2026-08-24,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.89,17.34,9.98,62.48,7.39,0.0,11244.8,2.66,6.64,sazonal_sintetico,0.665,23.12
2026-08-25,Bragança Paulista/Atibaia,Circuito das Frutas-SP,12.84,18.16,7.61,54.02,3.64,0.0,12648.5,2.74,6.31,sazonal_sintetico,0.689,26.01
2026-08-26,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.65,22.77,8.74,57.44,7.14,0.0,10873.5,1.47,4.12,sazonal_sintetico,0.767,22.36
2026-08-27,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.43,20.35,9.19,60.94,6.62,0.0,13084.6,2.71,8.18,sazonal_sintetico,0.668,26.91
2026-08-28,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.22,19.16,9.16,73.4,9.9,0.0,14437.9,1.18,4.55,sazonal_sintetico,0.51,29.69
2026-08-29,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.77,18.82,11.1,60.41,6.85,0.0,11836.6,1.8,5.52,sazonal_sintetico,0.689,24.34
2026-08-30,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.91,23.84,8.47,69.47,9.8,0.0,17189.0,3.16,5.61,sazonal_sintetico,0.596,35.35
2026-08-31,Bragança Paulista/Atibaia,Circuito das Frutas-SP,13.62,19.2,7.2,61.32,5.88,2.35,12943.7,2.59,7.08,sazonal_sintetico,0.632,26.62
2026-09-01,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.07,23.32,6.59,66.92,7.45,0.0,13092.7,2.06,4.85,sazonal_sintetico,0.572,26.93
2026-09-02,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.15,25.04,12.0,64.3,12.01,3.15,9852.5,2.66,6.82,sazonal_sintetico,0.814,20.26
2026-09-03,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.41,22.17,7.16,71.5,8.71,0.0,13633.1,2.25,4.97,sazonal_sintetico,0.516,28.04
2026-09-04,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.72,21.75,9.76,61.75,7.07,0.0,12150.9,2.31,9.08,sazonal_sintetico,0.668,24.99
2026-09-05,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.87,25.86,12.23,54.6,9.79,4.93,10889.1,2.83,5.55,sazonal_sintetico,0.969,22.39
2026-09-06,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.41,24.37,14.39,56.04,11.62,0.0,10485.2,1.72,6.33,sazonal_sintetico,1.031,21.56
2026-09-07,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.75,20.83,8.49,62.1,7.17,0.0,20208.5,2.33,5.32,sazonal_sintetico,0.665,41.56
2026-09-08,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.93,22.8,9.61,57.2,7.37,0.0,12059.3,2.05,4.43,sazonal_sintetico,0.782,24.8
2026-09-09,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.97,23.15,8.19,68.93,10.75,0.0,8787.9,1.03,4.04,sazonal_sintetico,0.642,18.07
2026-09-10,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.96,25.72,11.13,62.91,11.54,0.0,10984.0,1.56,3.84,sazonal_sintetico,0.831,22.59
2026-09-11,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.21,19.23,11.3,82.91,11.79,0.0,12867.3,3.55,6.25,sazonal_sintetico,0.345,26.46
2026-09-12,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.3,22.65,10.9,54.25,7.15,0.0,14616.0,2.61,7.08,sazonal_sintetico,0.841,30.06
2026-09-13,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.78,22.45,13.46,67.96,11.37,3.19,14713.5,1.24,6.5,sazonal_sintetico,0.69,30.26
2026-09-14,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.35,21.95,14.01,58.76,9.11,0.0,15130.2,1.07,3.5,sazonal_sintetico,0.825,31.12
2026-09-15,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.27,22.71,10.12,63.33,8.94,0.0,11506.7,2.21,6.42,sazonal_sintetico,0.707,23.66
2026-09-16,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.66,23.48,10.55,67.9,10.24,2.12,14343.1,3.55,8.46,sazonal_sintetico,0.649,29.5
2026-09-17,Bragança Paulista/Atibaia,Circuito das Frutas-SP,14.98,22.3,10.33,50.76,5.13,0.0,11015.4,2.15,5.32,sazonal_sintetico,0.823,22.65
2026-09-18,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.63,22.92,9.36,68.83,10.39,13.36,11812.8,3.35,7.21,sazonal_sintetico,0.632,24.29
2026-09-19,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.64,22.53,9.29,80.62,12.77,0.0,11058.4,2.58,4.94,sazonal_sintetico,0.419,22.74
2026-09-20,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.4,25.18,10.84,64.26,10.25,0.0,10381.6,2.68,5.78,sazonal_sintetico,0.738,21.35
2026-09-21,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.35,20.67,12.06,69.39,10.23,1.91,16770.9,1.23,5.57,sazonal_sintetico,0.613,34.49
2026-09-22,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.85,21.92,12.22,74.88,12.82,15.63,15801.9,3.05,10.0,sazonal_sintetico,0.564,32.5
2026-09-23,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.66,25.38,11.47,66.69,12.0,0.0,16692.0,2.03,9.01,sazonal_sintetico,0.749,34.33
2026-09-24,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.52,24.96,12.29,63.91,10.3,0.0,14151.7,2.99,9.89,sazonal_sintetico,0.749,29.1
2026-09-25,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.85,21.14,13.6,52.19,8.29,5.72,16301.6,1.65,5.76,sazonal_sintetico,0.951,33.52
2026-09-26,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.49,23.72,10.86,72.74,12.04,0.0,9280.7,2.44,4.85,sazonal_sintetico,0.593,19.09
2026-09-27,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.48,24.6,11.68,67.61,11.0,1.84,16715.3,2.58,6.2,sazonal_sintetico,0.685,34.38
2026-09-28,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.53,21.42,11.85,61.45,8.82,0.0,14881.6,2.18,5.37,sazonal_sintetico,0.747,30.6
2026-09-29,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.04,24.25,12.14,69.57,11.96,0.0,16229.2,2.62,4.69,sazonal_sintetico,0.671,33.38
2026-09-30,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.52,23.59,10.79,64.74,10.47,0.0,15625.7,2.09,4.56,sazonal_sintetico,0.736,32.13
2026-10-01,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.65,27.43,13.1,65.27,13.71,0.0,11886.7,1.78,6.05,sazonal_sintetico,0.866,24.44
2026-10-02,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.99,24.96,15.06,73.36,14.66,7.4,10545.3,3.58,7.28,sazonal_sintetico,0.668,21.69
2026-10-03,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.39,25.06,12.86,59.9,10.37,4.47,12835.9,3.14,6.04,sazonal_sintetico,0.856,26.4
2026-10-04,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.84,23.08,11.67,76.75,12.19,5.43,16501.8,1.69,7.27,sazonal_sintetico,0.498,33.94
2026-10-05,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.41,24.66,9.05,59.78,8.37,0.0,16943.2,2.75,6.54,sazonal_sintetico,0.767,34.84
2026-10-06,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.7,26.53,13.9,65.07,12.72,0.0,11272.0,1.71,7.97,sazonal_sintetico,0.825,23.18
2026-10-07,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.47,25.79,11.87,83.32,15.13,0.0,12446.8,1.35,4.56,sazonal_sintetico,0.405,25.6
2026-10-08,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.83,24.44,12.94,77.9,14.41,0.0,13261.0,3.13,7.82,sazonal_sintetico,0.533,27.27
2026-10-09,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.78,21.39,10.16,70.85,9.95,0.0,14378.0,0.94,3.86,sazonal_sintetico,0.569,29.57
2026-10-10,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.59,27.36,13.16,63.73,12.33,0.0,11657.5,3.04,7.52,sazonal_sintetico,0.845,23.97
2026-10-11,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.99,24.15,12.54,66.76,12.34,0.0,11582.6,2.1,4.86,sazonal_sintetico,0.761,23.82
2026-10-12,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.86,21.72,12.8,71.13,11.09,0.0,13356.6,2.13,4.94,sazonal_sintetico,0.6,27.47
2026-10-13,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.82,24.01,11.99,71.04,12.03,0.0,15992.8,2.63,7.69,sazonal_sintetico,0.636,32.89
2026-10-14,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.92,25.52,12.57,70.29,12.98,0.0,12539.5,2.76,6.08,sazonal_sintetico,0.691,25.79
2026-10-15,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.69,25.02,10.86,70.87,12.86,0.0,15615.0,1.64,4.5,sazonal_sintetico,0.671,32.11
2026-10-16,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.27,25.43,11.84,69.74,12.22,0.0,18997.4,2.87,9.52,sazonal_sintetico,0.676,39.07
2026-10-17,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.6,24.49,14.21,61.3,10.86,0.0,12482.8,2.39,4.61,sazonal_sintetico,0.843,25.67
2026-10-18,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.46,24.18,13.5,67.93,12.04,0.0,15644.1,1.3,6.12,sazonal_sintetico,0.717,32.17
2026-10-19,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.09,24.27,12.96,78.1,14.71,0.0,19186.0,2.16,6.91,sazonal_sintetico,0.536,39.46
2026-10-20,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.0,27.76,15.44,62.28,13.45,12.62,15240.2,3.41,6.66,sazonal_sintetico,0.944,31.34
2026-10-21,Bragança Paulista/Atibaia,Circuito das Frutas-SP,15.41,22.6,8.24,70.68,9.55,0.0,14899.6,3.64,7.91,sazonal_sintetico,0.56,30.64
2026-10-22,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.74,25.95,10.85,66.43,12.02,0.0,19858.3,2.87,5.31,sazonal_sintetico,0.757,40.84
2026-10-23,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.38,25.97,13.08,73.1,14.0,3.18,15837.7,1.35,6.95,sazonal_sintetico,0.652,32.57
2026-10-24,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.61,24.3,14.23,69.75,13.57,0.0,19882.2,2.69,5.8,sazonal_sintetico,0.729,40.89
2026-10-25,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.74,27.14,11.94,82.97,15.34,11.73,18085.2,2.98,5.95,sazonal_sintetico,0.42,37.19
2026-10-26,Bragança Paulista/Atibaia,Circuito das Frutas-SP,16.87,22.46,11.02,76.33,12.14,0.0,16018.4,2.88,6.45,sazonal_sintetico,0.507,32.94
2026-10-27,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.85,23.43,15.18,63.75,12.61,0.0,18415.7,2.93,9.44,sazonal_sintetico,0.858,37.87
2026-10-28,Bragança Paulista/Atibaia,Circuito das Frutas-SP,21.88,26.64,17.46,77.79,17.44,0.0,18063.8,2.59,8.57,sazonal_sintetico,0.632,37.15
2026-10-29,Bragança Paulista/Atibaia,Circuito das Frutas-SP,17.38,21.26,13.66,67.82,10.94,0.0,20118.8,2.24,8.98,sazonal_sintetico,0.677,41.37
2026-10-30,Bragança Paulista/Atibaia,Circuito das Frutas-SP,20.8,25.95,13.4,69.36,14.67,2.18,15818.6,1.81,7.07,sazonal_sintetico,0.787,32.53
2026-10-31,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.19,23.53,14.39,75.75,14.34,3.29,17562.7,0.78,6.1,sazonal_sintetico,0.59,36.12
2026-11-01,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.63,25.22,13.64,70.26,13.68,0.0,17368.1,2.57,6.97,sazonal_sintetico,0.719,35.72
2026-11-02,Bragança Paulista/Atibaia,Circuito das Frutas-SP,18.31,25.21,10.5,80.1,14.33,6.88,19604.7,2.45,8.97,sazonal_sintetico,0.471,40.32
2026-11-03,Bragança Paulista/Atibaia,Circuito das Frutas-SP,19.38,25.18,13.92,68.58,13.1,0.0,14855.0,2.75,7.3,sazonal_sintetico,0.743,30.55
