Nome: SAO PAULO - MIRANTE
Codigo Estacao: A701
Latitude: -23.4962888
Longitude: -46.6200666
Altitude: 785.64
Situacao: Operante
Data Inicial: 2025-01-01
Data Final: 2025-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);
2025-10-24;2200;0;1,2;19,2;54;
2025-10-24;2300;0;-3,5;18,9;55;
2025-10-25;0000;0;-3,5;18,4;54;
2025-10-25;0100;0;-3,5;18,1;62;
2025-10-25;0200;0;-3,5;17,2;67;
2025-10-25;0300;0;-3,5;16,2;71;
2025-10-25;0400;0;-3,5;15,7;75;
2025-10-25;0500;0;-3,5;15,2;78;
2025-10-25;0600;0;-3,5;15,2;78;
2025-10-25;0700;0;-3,5;15;79;
2025-10-25;0800;0;-3,5;15;79;
2025-10-25;0900;0;34,4;15;81;
2025-10-25;1000;0;663,6;16,8;73;
2025-10-25;1100;0;1478;19,5;61;
2025-10-25;1200;0;2418;22,2;51;
2025-10-25;1300;0;3043,8;25,1;41;
2025-10-25;1400;0;3514,2;27,2;36;
2025-10-25;1500;0;3300,8;27,7;30;
2025-10-25;1600;0;2939,2;28,2;28;
2025-10-25;1700;0;2878,4;29,3;26;
2025-10-25;1800;0;2599,6;29,6;25;
2025-10-25;1900;0;2156,6;29,4;21;
2025-10-25;2000;0;1118,4;30,1;21;
2025-10-25;2100;0;222,5;28,1;26;
2025-10-25;2200;0;-,3;24,7;51;
2025-10-25;2300;0;-3,5;23,5;56;
2025-10-26;0000;0;-3,5;22,7;45;
2025-10-26;0100;0;-3,5;22;49;
2025-10-26;0200;0;-3,5;21;53;
2025-10-26;0300;0;-3,5;20,4;58;
2025-10-26;0400;0;-3,5;20,5;59;
2025-10-26;0500;0;-3,5;19,8;61;
2025-10-26;0600;0;-3,5;19,2;64;
2025-10-26;0700;0;-3,5;19;64;
2025-10-26;0800;0;-3,5;18,3;67;
2025-10-26;0900;0;43,3;18,3;68;
2025-10-26;1000;0;335,1;18,9;66;
2025-10-26;1100;0;1181,4;22;55;
2025-10-26;1200;0;2322,1;24,5;45;
2025-10-26;1300;0;1998,5;26,7;39;
2025-10-26;1400;0;2504,9;27,8;33;
2025-10-26;1500;0;3154;29,9;27;
2025-10-26;1600;0;3673;30,2;23;
2025-10-26;1700;0;3056,7;31,7;20;
2025-10-26;1800;0;2169;31;20;
2025-10-26;1900;0;1677,2;30,6;21;
2025-10-26;2000;0;758,5;29,8;20;
2025-10-26;2100;0;195,1;28,4;23;
2025-10-26;2200;0;-,6;26,1;44;
2025-10-26;2300;0;-3,5;22,2;63;
2025-10-27;0000;0;-3,5;21,1;63;
2025-10-27;0100;0;-3,5;20,1;72;
2025-10-27;0200;0;-3,5;19,9;70;
2025-10-27;0300;0;-3,5;19,9;70;
2025-10-27;0400;0;-3,5;20;70;
2025-10-27;0500;0;-3,5;19,9;70;
2025-10-27;0600;0;-3,5;19,8;70;
2025-10-27;0700;0;-3,5;19,3;69;
2025-10-27;0800;0;-3,5;18,9;68;
2025-10-27;0900;0;72,9;19,2;70;
2025-10-27;1000;0;234,2;19,4;70;
2025-10-27;1100;0;184;19,9;70;
2025-10-27;1200;0;594,3;20,8;67;
2025-10-27;1300;0;936,4;21,2;64;
2025-10-27;1400;0;434,1;21;62;
2025-10-27;1500;0;341,4;20,8;67;
2025-10-27;1600;0;391,9;20,1;72;
2025-10-27;1700;,6;515,5;19,7;77;
2025-10-27;1800;0;492,5;19,9;77;
2025-10-27;1900;,6;383;19,7;82;
2025-10-27;2000;,2;399,2;19,8;82;
2025-10-27;2100;0;71,3;19,4;84;
2025-10-27;2200;0;-1,4;19,6;85;
2025-10-27;2300;0;-2,8;18,9;85;
2025-10-28;0000;0;-1,8;18,8;85;
2025-10-28;0100;,2;-1,8;18,2;87;
2025-10-28;0200;0;-1;18,3;86;
2025-10-28;0300;0;-1;18,3;85;
2025-10-28;0400;0;-1,6;17,9;87;
2025-10-28;0500;0;-1,7;18,2;85;
2025-10-28;0600;0;-2,3;18,2;85;
2025-10-28;0700;0;-2,7;18;89;
2025-10-28;0800;0;-1,7;18,4;87;
2025-10-28;0900;0;9,8;18,5;87;
2025-10-28;1000;0;94;18,7;87;
2025-10-28;1100;0;295;19,1;85;
2025-10-28;1200;,2;182,5;19;87;
2025-10-28;1300;,4;190,4;19,2;89;
2025-10-28;1400;,2;204,2;19,2;88;
2025-10-28;1500;2,4;268,3;19;90;
2025-10-28;1600;,4;297,7;19,2;90;
2025-10-28;1700;0;472,3;20;89;
2025-10-28;1800;0;143,4;19,7;86;
2025-10-28;1900;,4;97,6;19,7;88;
2025-10-28;2000;0;108,8;18,8;90;
2025-10-28;2100;0;28,9;18,5;90;
2025-10-28;2200;,2;,5;18,4;90;
2025-10-28;2300;0;-1,6;18,5;90;
2025-10-29;0000;0;-2,3;18,5;90;
2025-10-29;0100;0;-2,3;18,6;91;
2025-10-29;0200;0;-2,8;18,5;91;
2025-10-29;0300;0;-1,7;18,5;90;
2025-10-29;0400;0;-1,5;18,6;91;
2025-10-29;0500;0;-1,6;18,6;91;
2025-10-29;0600;0;-2,8;18,5;92;
2025-10-29;0700;0;-1,8;18,6;92;
2025-10-29;0800;0;-2,8;18,5;93;
2025-10-29;0900;0;,4;18,6;93;
2025-10-29;1000;13,4;8;18,1;93;
2025-10-29;1100;3,2;156,3;18,9;84;
2025-10-29;1200;0;1566,5;21,9;72;
2025-10-29;1300;0;1439,1;22,3;70;
2025-10-29;1400;0;3203,4;24,7;62;
2025-10-29;1500;0;3312,3;25,4;55;
2025-10-29;1600;0;2331,9;25,7;55;
2025-10-29;1700;0;491,8;25,2;58;
2025-10-29;1800;0;690,6;25,2;61;
2025-10-29;1900;0;948,4;24,8;62;
2025-10-29;2000;0;440,5;24,6;61;
2025-10-29;2100;0;267,4;21,5;74;
2025-10-29;2200;0;11,1;20,3;80;
2025-10-29;2300;0;-2,6;18,5;83;
2025-10-30;0000;1;-2,2;17,3;90;
2025-10-30;0100;0;-1,2;16,8;88;
2025-10-30;0200;0;,4;16,4;86;
2025-10-30;0300;0;-2,9;16,2;84;
2025-10-30;0400;0;-1,2;15,9;85;
2025-10-30;0500;0;-1,9;15,8;85;
2025-10-30;0600;0;-3,5;15,8;85;
2025-10-30;0700;0;-1,5;16;84;
2025-10-30;0800;0;-2,2;15,8;85;
2025-10-30;0900;,2;30,5;15,9;88;
2025-10-30;1000;0;110,2;16;87;
2025-10-30;1100;3;119,5;15,5;90;
2025-10-30;1200;1;505,7;16,4;90;
2025-10-30;1300;0;557,5;16,8;85;
2025-10-30;1400;0;1779,7;18,7;75;
2025-10-30;1500;0;1594,8;18,1;73;
2025-10-30;1600;0;580,4;18;73;
2025-10-30;1700;0;433,9;17,1;80;
2025-10-30;1800;0;453,7;17,3;76;
2025-10-30;1900;0;235,7;17,4;76;
2025-10-30;2000;0;140,8;16,5;81;
2025-10-30;2100;0;34,3;16,6;80;
2025-10-30;2200;0;3,9;16,3;80;
2025-10-30;2300;0;-1,6;16,1;82;
2025-10-31;0000;0;-2,2;15,6;82;
2025-10-31;0100;0;-3;15,5;86;
2025-10-31;0200;0;-1,9;15,5;83;
2025-10-31;0300;0;-2,8;15,5;83;
2025-10-31;0400;0;-2,4;15,5;84;
2025-10-31;0500;0;-3;15,4;84;
2025-10-31;0600;0;-2,1;15,6;84;
2025-10-31;0700;,2;-2;15,3;86;
2025-10-31;0800;2,8;-2,4;14,9;91;
2025-10-31;0900;,2;30,6;15;91;
2025-10-31;1000;,8;65,7;15,3;92;
2025-10-31;1100;1,4;90,3;15,4;92;
2025-10-31;1200;2,2;316,4;16,2;92;
2025-10-31;1300;1;426,2;16,5;91;
2025-10-31;1400;,2;1045,2;18,4;89;
2025-10-31;1500;0;1694,1;19,1;77;
2025-10-31;1600;,2;468,4;19,1;83;
2025-10-31;1700;1;788,1;19,8;80;
2025-10-31;1800;0;1776,1;20,9;69;
2025-10-31;1900;0;489,4;20,9;72;
2025-10-31;2000;0;258,4;19,5;79;
2025-10-31;2100;0;80,6;17,8;85;
2025-10-31;2200;0;1,9;17,4;86;
2025-10-31;2300;0;-2,9;17,4;87;
2025-11-01;0000;0;-2,9;17,6;86;
2025-11-01;0100;0;-1,7;17,7;86;
2025-11-01;0200;0;-2,5;17,8;86;
2025-11-01;0300;0;-2,5;17,7;86;
2025-11-01;0400;0;-2,1;17,5;87;
2025-11-01;0500;0;-1,2;17,3;88;
2025-11-01;0600;0;-,4;17,2;88;
2025-11-01;0700;0;-,4;17;89;
2025-11-01;0800;0;-1,6;17;89;
2025-11-01;0900;0;43,2;17,2;89;
2025-11-01;1000;0;288,4;17,8;86;
2025-11-01;1100;0;765,4;18,9;83;
2025-11-01;1200;0;1594,9;20,5;74;
2025-11-01;1300;0;3123,3;23;65;
2025-11-01;1400;0;3597;25,6;54;
2025-11-01;1500;0;2990,2;26,7;52;
2025-11-01;1600;0;2685,6;27,9;44;
2025-11-01;1700;0;1844,9;28,3;44;
2025-11-01;1800;0;2495,5;27,9;49;
2025-11-01;1900;0;1779,6;23,7;64;
2025-11-01;2000;0;944,7;21,9;71;
2025-11-01;2100;0;225,3;20,9;74;
2025-11-01;2200;0;2;20,5;76;
2025-11-01;2300;0;-3,5;20,5;78;
2025-11-02;0000;0;-3,5;20,2;77;
2025-11-02;0100;0;-3,5;20,3;76;
2025-11-02;0200;0;-3,5;20,1;80;
2025-11-02;0300;0;-3,5;19,8;78;
2025-11-02;0400;0;-3,5;19,6;79;
2025-11-02;0500;0;-3,5;19,4;79;
2025-11-02;0600;3,2;-3,4;18,4;87;
2025-11-02;0700;3,4;-2;18,1;92;
2025-11-02;0800;,2;-1,1;18;92;
2025-11-02;0900;1,4;8,2;17,7;92;
2025-11-02;1000;2,4;32;17,8;92;
2025-11-02;1100;2;184,9;18,2;93;
2025-11-02;1200;1,4;378;18,7;93;
2025-11-02;1300;0;399;19,3;93;
2025-11-02;1400;1;709,4;19,7;90;
2025-11-02;1500;2;590,1;19,9;91;
2025-11-02;1600;,2;1171,1;21,2;79;
2025-11-02;1700;,6;887,3;20,4;83;
2025-11-02;1800;,4;455;20,3;83;
2025-11-02;1900;,2;330,5;20,6;79;
2025-11-02;2000;0;272,5;20,5;79;
2025-11-02;2100;0;172,8;20,2;79;
2025-11-02;2200;0;8,7;19,6;79;
2025-11-02;2300;0;-3,5;18,8;82;
2025-11-03;0000;0;-3,5;19;83;
2025-11-03;0100;0;-3,5;18,7;85;
2025-11-03;0200;0;-3,5;18,7;84;
2025-11-03;0300;0;-3,5;18,5;87;
2025-11-03;0400;0;-3,5;18,1;88;
2025-11-03;0500;0;-3,5;18,3;86;
2025-11-03;0600;0;-3,5;18,8;80;
2025-11-03;0700;0;-3,4;18,8;80;
2025-11-03;0800;0;-3,5;18,6;80;
2025-11-03;0900;0;44,6;18,6;84;
2025-11-03;1000;0;238,8;19,2;83;
2025-11-03;1100;0;868,3;20,8;74;
2025-11-03;1200;0;1608,5;21,5;71;
2025-11-03;1300;0;1820,5;22,9;67;
2025-11-03;1400;0;2985;24,1;62;
2025-11-03;1500;0;1665,3;23,6;62;
2025-11-03;1600;0;1917;25;59;
2025-11-03;1700;0;2746;25,3;55;
2025-11-03;1800;0;1704,7;25,1;56;
2025-11-03;1900;0;1284,7;24,9;58;
2025-11-03;2000;0;845,7;25,1;58;
2025-11-03;2100;0;248,4;24,7;59;
2025-11-03;2200;0;13,3;23,8;64;
2025-11-03;2300;0;-3,2;23,9;64;
2025-11-04;0000;0;-2,1;19,4;86;
2025-11-04;0100;3,6;-1,1;18,7;91;
2025-11-04;0200;0;1,6;18,4;90;
2025-11-04;0300;0;-3;18,5;90;
2025-11-04;0400;0;-3,5;18,7;90;
2025-11-04;0500;0;-3,5;18,3;91;
2025-11-04;0600;0;-3,5;18;91;
2025-11-04;0700;0;-1,9;18,4;91;
2025-11-04;0800;0;-1;18,5;90;
2025-11-04;0900;0;13,2;18,4;90;
2025-11-04;1000;0;149,6;18,8;88;
2025-11-04;1100;0;251,7;19,2;86;
2025-11-04;1200;0;625,9;20;80;
2025-11-04;1300;0;1665,1;23,1;70;
2025-11-04;1400;0;3061,2;25,5;63;
2025-11-04;1500;0;2980,7;26,8;56;
2025-11-04;1600;0;3187,6;27,5;52;
2025-11-04;1700;0;1881,7;29,1;46;
2025-11-04;1800;0;1722,5;29,6;46;
2025-11-04;1900;0;1229,8;23,8;69;
2025-11-04;2000;0;297,4;21,5;78;
2025-11-04;2100;0;79,8;20,9;80;
2025-11-04;2200;0;,5;20,4;83;
2025-11-04;2300;0;-2,9;20,4;83;
2025-11-05;0000;0;-3,5;20,5;82;
2025-11-05;0100;0;-3,5;20,4;82;
2025-11-05;0200;0;-3,5;20;84;
2025-11-05;0300;0;-3,5;19,9;85;
2025-11-05;0400;0;-3,5;19,5;87;
2025-11-05;0500;0;-3,5;19,2;88;
2025-11-05;0600;0;-3,5;18,8;89;
2025-11-05;0700;0;-3,5;18,7;90;
2025-11-05;0800;0;-3,5;18,8;91;
2025-11-05;0900;0;77,6;19;91;
2025-11-05;1000;0;362,6;19,5;91;
2025-11-05;1100;0;1554,8;23,2;74;
2025-11-05;1200;0;2273,6;26,6;61;
2025-11-05;1300;0;2695,1;27,9;56;
2025-11-05;1400;0;2398,7;28;56;
2025-11-05;1500;0;2516,2;28,4;55;
2025-11-05;1600;0;2181,2;28,1;55;
2025-11-05;1700;0;1707;28;54;
2025-11-05;1800;0;1184,3;27,6;54;
2025-11-05;1900;0;626,8;26,8;58;
2025-11-05;2000;0;246,7;25,8;56;
2025-11-05;2100;0;95,7;25,1;53;
2025-11-05;2200;0;,7;24,3;57;
2025-11-05;2300;0;-3,5;23,3;62;
2025-11-06;0000;0;-3,5;22,7;64;
2025-11-06;0100;0;-3,5;22,5;65;
2025-11-06;0200;0;-3,1;22,3;66;
2025-11-06;0300;0;-,9;19,3;79;
2025-11-06;0400;,2;-,8;18,4;70;
2025-11-06;0500;0;-1,1;18;71;
2025-11-06;0600;0;-,8;17,7;71;
2025-11-06;0700;0;-1,4;17,4;72;
2025-11-06;0800;0;-1,8;17,2;74;
2025-11-06;0900;0;18,1;16,9;75;
2025-11-06;1000;0;271,1;17,3;66;
2025-11-06;1100;0;500,9;17,5;71;
2025-11-06;1200;0;445,6;17,1;72;
2025-11-06;1300;0;1293,5;19,6;61;
2025-11-06;1400;0;1236,7;19,1;63;
2025-11-06;1500;0;1470,4;20;61;
2025-11-06;1600;0;1832,6;21,5;57;
2025-11-06;1700;0;1056,9;20,8;62;
2025-11-06;1800;0;536,9;19;68;
2025-11-06;1900;0;369,8;18,4;71;
2025-11-06;2000;0;339,4;17,4;72;
2025-11-06;2100;0;100,6;17;74;
2025-11-06;2200;0;4;16,6;74;
2025-11-06;2300;0;-1,8;16,8;72;
2025-11-07;0000;0;-2,4;16,1;74;
2025-11-07;0100;0;-1,7;15,6;77;
2025-11-07;0200;0;-1,3;15,7;77;
2025-11-07;0300;0;-1,4;15,7;77;
2025-11-07;0400;0;-2,4;15,8;77;
2025-11-07;0500;0;-3,2;15,3;79;
2025-11-07;0600;0;-3,1;15,4;80;
2025-11-07;0700;0;-2,5;15,4;80;
2025-11-07;0800;0;-2,6;15,3;81;
2025-11-07;0900;0;58,3;15,6;79;
2025-11-07;1000;0;343,8;16,3;77;
2025-11-07;1100;0;678;17,1;73;
2025-11-07;1200;0;1007,3;18,3;69;
2025-11-07;1300;0;1678;19,1;66;
2025-11-07;1400;0;2485,7;21,1;60;
2025-11-07;1500;0;3797,7;23;55;
2025-11-07;1600;0;3772,5;25,2;51;
2025-11-07;1700;0;3456,5;26,8;47;
2025-11-07;1800;0;2781,8;26,9;46;
2025-11-07;1900;0;1935,7;24,8;53;
2025-11-07;2000;0;1167,6;24,8;54;
2025-11-07;2100;0;367,3;22,2;62;
2025-11-07;2200;0;14,3;20,3;69;
2025-11-07;2300;0;-3,2;19,6;71;
2025-11-08;0000;0;-3,5;19;75;
2025-11-08;0100;0;-3,5;19,7;73;
2025-11-08;0200;0;-3,5;20,3;74;
2025-11-08;0300;0;-3,5;19,8;75;
2025-11-08;0400;0;-2,9;19,8;75;
2025-11-08;0500;0;-2,9;19,7;76;
2025-11-08;0600;4,8;-2,1;20,4;77;
2025-11-08;0700;3,4;-1,3;18,9;86;
2025-11-08;0800;,4;1,7;19,3;82;
2025-11-08;0900;1,2;21,7;20,1;80;
2025-11-08;1000;,2;84,4;19,9;82;
2025-11-08;1100;,6;220,6;20,5;79;
2025-11-08;1200;0;683,6;20,8;81;
2025-11-08;1300;0;618,3;21,6;77;
2025-11-08;1400;0;1065,5;22,9;74;
2025-11-08;1500;0;1817,2;23,4;69;
2025-11-08;1600;0;1216,2;23,6;69;
2025-11-08;1700;0;2900,5;25,5;61;
2025-11-08;1800;0;2642,8;24,8;60;
2025-11-08;1900;0;1087,6;24,6;60;
2025-11-08;2000;0;390;24,3;62;
2025-11-08;2100;0;288,5;21,1;65;
2025-11-08;2200;0;3,6;19,2;66;
2025-11-08;2300;0;-1,3;17,6;77;
2025-11-09;0000;0;-1,9;17,5;74;
2025-11-09;0100;,2;-2,7;16,3;86;
2025-11-09;0200;0;-2,9;15,8;83;
2025-11-09;0300;0;-,7;15,6;78;
2025-11-09;0400;0;-2;15,6;78;
2025-11-09;0500;,6;-2,8;14,6;88;
2025-11-09;0600;0;-,9;14,4;86;
2025-11-09;0700;0;-2,7;14,6;83;
2025-11-09;0800;0;-3,4;14,2;86;
2025-11-09;0900;0;36,3;14,5;85;
2025-11-09;1000;0;290,9;15,3;85;
2025-11-09;1100;0;518,9;16,3;76;
2025-11-09;1200;0;1451,1;18,2;68;
2025-11-09;1300;0;1557,5;18,3;68;
2025-11-09;1400;0;1354,3;18,6;64;
2025-11-09;1500;0;2730;20,5;56;
2025-11-09;1600;0;2245,3;19,5;62;
2025-11-09;1700;0;1642,5;19,5;61;
2025-11-09;1800;0;1008,2;18,7;65;
2025-11-09;1900;0;505,1;17,5;69;
2025-11-09;2000;0;326,7;16,7;71;
2025-11-09;2100;0;190;16,5;73;
2025-11-09;2200;0;23,3;15,4;76;
2025-11-09;2300;0;-2,4;15,2;76;
2025-11-10;0000;0;-3,4;15;76;
2025-11-10;0100;0;-2,8;14,6;74;
2025-11-10;0200;0;-3,5;14,2;75;
2025-11-10;0300;0;-3,5;14,2;73;
2025-11-10;0400;0;-3,5;13,7;78;
2025-11-10;0500;0;-3,5;13,3;81;
2025-11-10;0600;0;-3,5;12,9;83;
2025-11-10;0700;0;-3,5;12,7;84;
2025-11-10;0800;0;-3,5;12,8;84;
2025-11-10;0900;0;62,3;13,7;81;
2025-11-10;1000;0;703,8;15,4;71;
2025-11-10;1100;0;1368,4;16,9;64;
2025-11-10;1200;0;2087,7;19,4;56;
2025-11-10;1300;0;3160,1;20,2;47;
2025-11-10;1400;0;3689,6;22;41;
2025-11-10;1500;0;3873,3;23,1;38;
2025-11-10;1600;0;3772,5;22,2;46;
2025-11-10;1700;0;3433,3;23,3;45;
2025-11-10;1800;0;2485,2;21,8;49;
2025-11-10;1900;0;1782,6;20,8;49;
2025-11-10;2000;0;1106,9;19,8;48;
2025-11-10;2100;0;493,1;17,6;57;
2025-11-10;2200;0;14,5;15,5;59;
2025-11-10;2300;0;-3,5;14,8;66;
2025-11-11;0000;0;-3,5;14,3;65;
2025-11-11;0100;0;-2,7;14,4;70;
2025-11-11;0200;0;-1,5;14,7;71;
2025-11-11;0300;0;-1,1;14,7;75;
2025-11-11;0400;0;-2,4;14,5;82;
2025-11-11;0500;0;-1,3;14,7;82;
2025-11-11;0600;0;-1,5;15,2;78;
2025-11-11;0700;0;-3,2;14,5;79;
2025-11-11;0800;0;-3,5;13,8;81;
2025-11-11;0900;0;76,1;14,4;72;
2025-11-11;1000;0;605,3;16,8;66;
2025-11-11;1100;0;1736,1;18,7;61;
2025-11-11;1200;0;2578,9;20;54;
2025-11-11;1300;0;3259,5;21,2;49;
2025-11-11;1400;0;3702,5;23;43;
2025-11-11;1500;0;3806,4;24,3;41;
2025-11-11;1600;0;3803,9;25,1;39;
2025-11-11;1700;0;3570,4;26,4;42;
2025-11-11;1800;0;2971,4;25,4;45;
2025-11-11;1900;0;2203,4;24,7;47;
2025-11-11;2000;0;1334,4;22,4;53;
2025-11-11;2100;0;453,3;19,9;62;
2025-11-11;2200;0;12,3;17,1;72;
2025-11-11;2300;0;-3,5;16,9;75;
2025-11-12;0000;0;-3,5;16,4;76;
2025-11-12;0100;0;-3,5;16,4;76;
2025-11-12;0200;0;-3,5;16,1;78;
2025-11-12;0300;0;-3,5;15,6;80;
2025-11-12;0400;0;-3,5;14,8;80;
2025-11-12;0500;0;-3,5;14,6;82;
2025-11-12;0600;0;-3,5;14,5;83;
2025-11-12;0700;0;-3,5;14,6;83;
2025-11-12;0800;0;-3,5;14,4;83;
2025-11-12;0900;0;128,6;14,9;81;
2025-11-12;1000;0;846,3;17,6;70;
2025-11-12;1100;0;1737;19,1;65;
2025-11-12;1200;0;2501;21,8;56;
2025-11-12;1300;0;3071,8;23,6;53;
2025-11-12;1400;0;3655,9;27,2;44;
2025-11-12;1500;0;3626,3;28;39;
2025-11-12;1600;0;3583,2;29,9;29;
2025-11-12;1700;0;3399,7;30,7;24;
2025-11-12;1800;0;2630,3;30,5;25;
2025-11-12;1900;0;1904,4;28,2;42;
2025-11-12;2000;0;1113,5;27,4;44;
2025-11-12;2100;0;376,7;24,3;52;
2025-11-12;2200;0;5,3;22,3;58;
2025-11-12;2300;0;-3,5;21;64;
2025-11-13;0000;0;-3,5;20,7;67;
2025-11-13;0100;0;-3,5;20,7;67;
2025-11-13;0200;0;-3,5;20,5;69;
2025-11-13;0300;0;-3,5;20,4;69;
2025-11-13;0400;0;-3,5;19,9;72;
2025-11-13;0500;0;-3,5;19,7;72;
2025-11-13;0600;0;-3,5;18,4;74;
2025-11-13;0700;0;-3,5;17,6;79;
2025-11-13;0800;0;-3,5;17,1;82;
2025-11-13;0900;0;90,8;17,7;82;
2025-11-13;1000;0;655,5;20,5;70;
2025-11-13;1100;0;1207,2;21,1;65;
2025-11-13;1200;0;2398,6;25,2;49;
2025-11-13;1300;0;1794,6;24,6;49;
2025-11-13;1400;0;1750,4;25,5;48;
2025-11-13;1500;0;1656,6;26,8;47;
2025-11-13;1600;0;1103,7;26,5;40;
2025-11-13;1700;0;739,3;25,9;46;
2025-11-13;1800;0;313,6;25,6;45;
2025-11-13;1900;0;724,5;26;39;
2025-11-13;2000;0;222,9;25;47;
2025-11-13;2100;0;154,2;23,5;56;
2025-11-13;2200;0;8,1;21,2;60;
2025-11-13;2300;0;-3,5;20,5;61;
2025-11-14;0000;0;-3,5;19,7;70;
2025-11-14;0100;0;-3,5;19,4;73;
2025-11-14;0200;0;-3,5;19,1;70;
2025-11-14;0300;0;-3,5;18,5;68;
2025-11-14;0400;0;-3,5;18,4;68;
2025-11-14;0500;0;-3,5;18,3;71;
2025-11-14;0600;0;-3,4;18,2;70;
2025-11-14;0700;0;-3,2;17,9;70;
2025-11-14;0800;0;-2,1;18,1;68;
2025-11-14;0900;0;44,9;17,9;69;
2025-11-14;1000;0;376,9;18,1;73;
2025-11-14;1100;0;875,1;19,8;66;
2025-11-14;1200;0;1164,7;20;65;
2025-11-14;1300;0;1331,9;21;63;
2025-11-14;1400;0;1627,9;21;60;
2025-11-14;1500;0;1112;21,6;59;
2025-11-14;1600;0;1873,5;23,6;48;
2025-11-14;1700;0;2272,5;24,6;48;
2025-11-14;1800;0;2039,9;24,5;51;
2025-11-14;1900;0;1301,3;23,9;53;
2025-11-14;2000;0;847,3;21,8;59;
2025-11-14;2100;0;230,8;20,1;66;
2025-11-14;2200;0;8,6;19;69;
2025-11-14;2300;0;-3,5;18,6;70;
2025-11-15;0000;0;-3,5;18,1;73;
2025-11-15;0100;0;-2,1;18,3;72;
2025-11-15;0200;0;-3,5;17,6;77;
2025-11-15;0300;0;-3,5;17,5;75;
2025-11-15;0400;0;-3,5;17,4;77;
2025-11-15;0500;0;-3,5;17,2;78;
2025-11-15;0600;0;-3,5;17,1;79;
2025-11-15;0700;0;-3,5;16,9;81;
2025-11-15;0800;0;-2,7;16,8;82;
2025-11-15;0900;0;54,7;17,4;81;
2025-11-15;1000;0;170,2;17,9;82;
2025-11-15;1100;0;196,9;17,7;88;
2025-11-15;1200;0;332,3;18,6;86;
2025-11-15;1300;0;560,9;19,4;77;
2025-11-15;1400;0;723,7;20,3;72;
2025-11-15;1500;0;1164,9;22;67;
2025-11-15;1600;0;1967,2;22,6;64;
2025-11-15;1700;0;1196,4;23,4;62;
2025-11-15;1800;0;1958,1;25,2;53;
2025-11-15;1900;0;1502,6;24,6;56;
2025-11-15;2000;0;629,9;22,6;67;
2025-11-15;2100;0;151,7;20,3;78;
2025-11-15;2200;0;8,2;20,2;80;
2025-11-15;2300;0;-1,9;19,8;82;
2025-11-16;0000;0;-1,4;19,7;81;
2025-11-16;0100;0;-1,9;19,6;82;
2025-11-16;0200;0;-1,8;19,7;80;
2025-11-16;0300;0;-2,8;19,5;81;
2025-11-16;0400;0;-2,2;19,6;81;
2025-11-16;0500;0;-2,5;19,6;82;
2025-11-16;0600;0;-3,3;19,3;83;
2025-11-16;0700;,2;-3,4;19;88;
2025-11-16;0800;,2;-3,3;18,8;90;
2025-11-16;0900;1;10,2;18,7;91;
2025-11-16;1000;,4;100;18,8;92;
2025-11-16;1100;,2;239;19,4;90;
2025-11-16;1200;0;1181,3;20,7;82;
2025-11-16;1300;0;1029,4;21,9;76;
2025-11-16;1400;0;1553;23;69;
2025-11-16;1500;0;1564,1;24;64;
2025-11-16;1600;0;2190;24,7;59;
2025-11-16;1700;0;1844,8;25;57;
2025-11-16;1800;0;1222,2;24,7;54;
2025-11-16;1900;0;601,1;24,2;59;
2025-11-16;2000;0;506,2;23,5;62;
2025-11-16;2100;0;154,4;23,1;66;
2025-11-16;2200;0;3,1;22,8;67;
2025-11-16;2300;0;-3,3;22,5;69;
2025-11-17;0000;0;-3,4;22,2;71;
2025-11-17;0100;0;-3,5;22,7;70;
2025-11-17;0200;0;-3,5;22,1;72;
2025-11-17;0300;0;-3,5;22,2;71;
2025-11-17;0400;0;-3,2;22,2;72;
2025-11-17;0500;0;-3,5;22,1;73;
2025-11-17;0600;0;-3,5;21,7;74;
2025-11-17;0700;0;-3,5;21,6;74;
2025-11-17;0800;0;-3,2;22,1;71;
2025-11-17;0900;0;152,3;22,2;73;
2025-11-17;1000;0;347,7;22,3;75;
2025-11-17;1100;0;748,8;23,5;71;
2025-11-17;1200;0;1810,1;24,9;66;
2025-11-17;1300;0;1438,6;25,4;62;
2025-11-17;1400;0;2006,9;26,3;60;
2025-11-17;1500;0;2236,1;26,5;56;
2025-11-17;1600;0;1257,8;25,6;58;
2025-11-17;1700;1,2;350,5;21;83;
2025-11-17;1800;,6;464,4;21,6;87;
2025-11-17;1900;,2;1171,2;23,5;77;
2025-11-17;2000;0;292,9;23,5;72;
2025-11-17;2100;0;280,5;22,9;78;
2025-11-17;2200;0;12,5;22,1;81;
2025-11-17;2300;0;-3,5;21,8;77;
2025-11-18;0000;0;-3,2;21,4;79;
2025-11-18;0100;0;-2;21,5;79;
2025-11-18;0200;0;-1,2;21,7;74;
2025-11-18;0300;0;-1,6;21,5;75;
2025-11-18;0400;0;-2;21,2;77;
2025-11-18;0500;0;-2,5;20,9;79;
2025-11-18;0600;,8;-2,8;20,2;85;
2025-11-18;0700;,4;-3,3;20,8;82;
2025-11-18;0800;,2;-1,8;21;80;
