data;temp_ar_media;temp_ar_max;temp_ar_min;umidade_ar_media;radiacao_PAR;chuva_mm;h_calor_extremo;h_umid_alta;pH;N_mgL;P_mgL;K_mgL;temp_substrato;umidade_solo;luminosidade_lux;acao_label;acao_nome
2025-07-14;25,8;31,6;20,2;60,2;273,3;25,3;3;0;5,7;208,5;38,9;242,3;23,1;78,7;189,0;3;Proteger
2025-07-15;27,4;34,5;21,5;61,3;224,8;0,0;7;0;5,63;209,2;41,6;248,6;25,2;43,4;164,6;3;Proteger
2025-07-16;27,1;34,4;21,9;66,9;125,4;0,0;7;0;5,61;197,1;41,1;258,9;25,2;59,0;91,5;3;Proteger
2025-07-17;25,3;31,2;20,6;61,0;241,4;0,0;2;0;5,77;173,6;50,9;239,2;22,3;61,3;157,1;3;Proteger
2025-07-18;26,6;33,0;21,6;70,4;283,6;0,0;4;0;5,64;153,5;43,1;241,5;24,2;60,5;206,4;3;Proteger
2025-07-19;27,4;32,4;21,7;62,3;223,0;0,0;3;0;5,66;175,7;47,0;277,7;25,0;50,4;141,2;3;Proteger
2025-07-20;24,5;32,0;19,6;53,0;293,1;0,9;3;0;5,71;196,5;46,9;290,6;21,9;68,5;197,9;3;Proteger
2025-07-21;27,1;32,3;23,6;63,0;311,4;0,0;3;0;5,77;176,6;42,6;260,2;24,8;55,9;219,2;3;Proteger
2025-07-22;25,7;33,0;19,9;61,5;289,0;0,0;4;0;5,76;224,6;49,7;272,3;23,2;62,7;210,0;3;Proteger
2025-07-23;27,2;33,6;21,9;65,2;256,7;0,0;5;0;5,69;173,4;44,7;162,1;24,8;50,8;203,6;3;Proteger
2025-07-24;25,5;31,9;20,4;62,7;324,0;0,0;3;0;5,77;159,5;44,8;226,3;23,3;58,7;241,2;3;Proteger
2025-07-25;24,3;30,3;20,2;59,5;347,7;0,0;0;0;5,77;184,0;39,5;281,5;22,0;62,4;243,4;3;Proteger
2025-07-26;24,5;29,7;19,3;55,1;227,0;0,0;0;0;5,86;215,4;43,9;275,2;21,4;53,8;160,4;2;Irrigar
2025-07-27;26,5;31,5;22,0;59,2;429,1;2,4;2;0;5,81;170,8;42,9;245,5;23,7;59,7;277,9;3;Proteger
2025-07-28;26,7;31,9;21,6;56,7;310,3;0,0;3;0;5,82;166,4;47,9;228,0;24,6;58,6;223,0;3;Proteger
2025-07-29;25,3;30,4;21,5;57,8;321,8;0,0;1;0;5,7;186,1;40,3;256,9;23,3;62,2;225,5;3;Proteger
2025-07-30;27,1;34,0;22,0;62,5;379,0;0,1;6;0;5,61;186,9;45,0;188,4;25,0;53,7;283,3;3;Proteger
2025-07-31;24,4;29,9;18,4;66,8;343,1;7,1;0;0;5,74;126,1;42,6;259,8;21,0;61,9;281,5;2;Irrigar
2025-08-01;26,3;30,9;22,6;61,8;402,9;0,0;1;0;5,71;189,9;42,4;199,1;23,7;53,9;276,0;3;Proteger
2025-08-02;24,9;32,3;18,9;55,5;351,9;0,0;3;0;5,8;186,5;44,4;238,0;22,6;46,6;215,6;3;Proteger
2025-08-03;25,5;32,7;21,0;62,1;282,2;0,0;4;0;5,83;191,4;44,8;218,9;22,7;55,4;173,6;3;Proteger
2025-08-04;26,3;33,6;20,7;65,1;362,4;10,0;5;0;5,67;189,5;45,7;234,2;24,2;55,9;263,6;3;Proteger
2025-08-05;25,2;32,7;19,8;57,9;244,4;0,0;3;0;5,72;189,7;44,0;296,3;22,3;61,3;166,9;3;Proteger
2025-08-06;25,8;30,8;20,8;59,9;347,0;0,0;1;0;5,75;176,4;41,6;256,8;23,2;57,9;244,1;3;Proteger
2025-08-07;27,4;33,1;22,1;60,5;338,1;0,0;5;0;5,74;192,5;40,8;271,0;24,3;56,7;245,9;3;Proteger
2025-08-08;25,5;32,2;19,8;57,4;326,6;0,0;4;0;5,62;182,7;43,1;244,3;23,6;53,1;216,5;3;Proteger
2025-08-09;27,1;33,7;22,6;63,2;335,5;0,0;5;0;5,7;188,9;44,4;274,2;24,9;40,7;226,9;3;Proteger
2025-08-10;24,8;29,7;20,4;60,2;197,8;0,0;0;0;5,77;195,3;34,5;324,4;22,5;59,4;156,2;2;Irrigar
2025-08-11;26,7;33,7;21,5;62,4;307,0;0,0;5;0;5,9;194,2;48,8;251,6;24,1;51,7;202,5;3;Proteger
2025-08-12;27,8;32,9;22,3;57,3;361,0;0,0;4;0;5,61;149,9;44,7;212,3;25,4;52,2;254,9;3;Proteger
2025-08-13;23,0;28,2;17,6;59,1;369,1;0,0;0;0;5,81;241,2;50,4;238,5;20,7;58,3;243,1;2;Irrigar
2025-08-14;25,0;31,1;19,5;63,9;276,8;0,0;2;0;5,69;191,4;42,3;276,4;23,0;66,2;181,0;3;Proteger
2025-08-15;26,6;32,9;22,0;59,6;463,0;0,0;3;0;5,76;185,4;43,1;235,1;24,9;56,1;333,6;3;Proteger
2025-08-16;25,7;31,9;20,1;68,0;295,2;10,6;3;0;5,7;159,6;37,7;244,3;22,6;69,3;181,3;3;Proteger
2025-08-17;26,3;31,1;22,5;59,6;444,9;7,5;2;0;5,65;187,5;43,7;245,7;23,3;58,2;305,8;3;Proteger
2025-08-18;25,1;32,2;20,2;62,2;404,4;8,9;3;0;5,85;196,4;38,5;226,4;22,7;63,6;275,3;3;Proteger
2025-08-19;25,9;31,2;22,4;65,1;321,4;0,0;3;0;5,86;195,1;45,6;214,7;23,5;62,6;219,4;3;Proteger
2025-08-20;25,5;30,4;21,2;55,8;518,1;0,0;1;0;5,88;198,4;51,7;273,8;23,3;65,4;369,4;3;Proteger
2025-08-21;27,1;34,3;22,7;54,6;283,5;14,6;6;0;5,66;170,2;41,0;230,2;24,5;77,9;165,6;3;Proteger
2025-08-22;25,9;33,3;21,5;55,6;455,5;0,0;5;0;5,88;196,2;43,2;278,6;23,4;63,5;333,6;3;Proteger
2025-08-23;26,0;33,1;20,8;66,9;465,1;0,0;4;0;5,64;186,1;44,2;248,1;23,1;66,5;341,1;3;Proteger
2025-08-24;25,1;32,0;20,6;59,7;334,4;21,6;3;0;5,74;157,8;38,5;271,2;22,7;83,4;245,9;3;Proteger
2025-08-25;24,9;31,4;20,3;72,3;502,5;0,0;2;0;5,88;183,0;39,4;245,5;22,9;58,2;359,3;3;Proteger
2025-08-26;24,9;31,1;20,8;59,9;374,2;0,0;2;0;5,78;162,4;44,5;268,2;22,1;56,7;247,9;3;Proteger
2025-08-27;25,9;30,6;21,4;63,0;420,4;7,7;1;0;5,85;171,9;47,0;288,7;23,3;59,4;263,0;3;Proteger
2025-08-28;24,8;30,6;20,8;68,6;421,3;0,0;1;0;5,69;155,0;50,5;253,5;22,5;45,0;277,0;3;Proteger
2025-08-29;25,6;31,3;22,0;70,6;392,9;0,0;2;0;5,84;183,8;44,4;261,5;24,0;55,5;276,1;3;Proteger
2025-08-30;27,7;33,0;22,7;70,9;471,7;0,0;5;0;5,68;214,1;36,6;256,1;25,2;56,1;320,3;3;Proteger
2025-08-31;26,2;32,9;21,1;67,6;473,5;0,0;4;0;5,73;187,5;57,5;265,3;23,3;53,0;324,7;3;Proteger
2025-09-01;24,7;30,7;19,7;67,0;273,4;0,0;2;0;5,67;178,5;47,9;219,2;22,8;61,4;180,4;3;Proteger
2025-09-02;26,5;31,3;21,9;65,4;520,9;20,3;2;0;5,71;201,3;42,9;244,1;23,9;73,4;357,0;3;Proteger
2025-09-03;24,5;29,7;20,1;66,3;286,8;7,0;0;0;5,66;221,3;42,1;261,8;22,0;63,0;198,0;0;Ideal
2025-09-04;22,5;29,1;16,9;61,1;505,7;0,0;0;0;5,72;224,0;40,1;241,8;19,8;70,7;354,2;0;Ideal
2025-09-05;23,7;28,4;18,9;60,2;516,6;2,5;0;0;5,75;202,3;46,7;278,2;21,6;78,0;394,4;0;Ideal
2025-09-06;22,6;29,7;17,9;63,6;342,5;3,7;0;0;5,8;217,0;44,7;274,8;19,3;66,2;227,5;0;Ideal
2025-09-07;24,4;30,3;20,8;63,1;400,2;0,0;0;0;5,9;200,9;36,7;255,8;22,4;58,2;291,1;3;Proteger
2025-09-08;24,7;30,7;20,4;62,1;348,0;0,0;1;0;5,84;188,3;43,9;226,3;21,7;62,8;243,9;3;Proteger
2025-09-09;26,7;32,9;22,2;66,9;422,6;0,0;4;0;5,71;167,5;43,8;269,5;24,0;46,6;307,0;3;Proteger
2025-09-10;25,0;32,0;20,5;68,1;418,6;0,0;2;0;5,78;180,0;51,4;249,5;22,6;50,9;289,7;3;Proteger
2025-09-11;24,3;29,8;19,3;64,8;509,0;8,0;0;0;5,89;150,6;41,8;255,9;21,8;75,2;361,3;2;Irrigar
2025-09-12;25,5;32,0;20,6;70,5;554,8;0,0;4;0;5,89;156,3;45,5;250,3;22,4;62,9;423,2;3;Proteger
2025-09-13;21,8;27,9;16,7;60,2;565,1;9,8;0;0;5,85;192,3;40,4;254,8;18,3;72,0;374,7;0;Ideal
2025-09-14;24,6;29,9;19,2;64,1;411,8;0,0;0;0;5,96;178,5;43,6;275,5;21,6;54,2;289,3;2;Irrigar
2025-09-15;25,2;32,3;19,7;62,2;443,5;0,0;4;0;5,87;187,2;46,0;256,8;22,9;58,8;295,0;3;Proteger
2025-09-16;22,4;29,3;17,1;57,8;329,0;0,0;0;0;5,85;169,2;45,3;262,7;21,2;62,9;209,2;0;Ideal
2025-09-17;25,5;32,0;19,6;65,1;402,6;0,0;2;0;5,76;188,0;51,7;233,2;22,2;61,9;261,1;3;Proteger
2025-09-18;24,5;31,5;20,9;65,1;547,7;0,0;2;0;5,79;172,2;44,7;269,3;21,6;57,4;383,2;3;Proteger
2025-09-19;23,5;30,6;19,5;71,8;603,2;13,9;2;0;5,86;179,4;41,7;277,1;21,2;80,7;398,5;3;Proteger
2025-09-20;24,7;31,3;21,2;68,5;378,7;0,0;2;0;5,82;190,0;47,9;233,9;21,9;55,2;273,1;3;Proteger
2025-09-21;26,6;33,6;21,5;62,0;433,5;0,0;5;0;5,8;167,7;48,6;252,7;24,0;53,6;314,6;3;Proteger
2025-09-22;24,0;30,6;18,3;73,7;482,2;0,2;1;2;5,88;221,0;41,5;266,9;21,2;55,5;337,4;3;Proteger
2025-09-23;24,0;30,6;19,9;71,4;510,2;0,0;2;1;5,86;231,7;44,3;225,7;21,7;47,7;355,7;3;Proteger
2025-09-24;23,1;29,5;17,3;69,0;426,4;0,0;0;0;5,85;198,3;48,9;245,0;20,5;57,2;281,6;2;Irrigar
2025-09-25;22,6;29,3;18,9;65,9;528,5;0,5;0;0;5,87;159,3;43,1;234,9;20,3;74,3;350,5;2;Irrigar
2025-09-26;24,5;29,5;18,7;63,2;460,1;0,0;0;0;5,68;177,2;45,1;261,1;21,8;57,8;327,6;2;Irrigar
2025-09-27;22,4;29,5;18,0;65,7;500,3;0,0;0;0;5,93;148,3;43,5;265,7;19,4;73,6;340,7;2;Irrigar
2025-09-28;23,4;30,6;19,7;71,8;548,6;0,0;0;0;5,85;189,5;42,6;210,1;20,7;67,6;379,0;3;Proteger
2025-09-29;22,7;27,3;18,0;75,1;508,8;0,0;0;3;5,78;199,1;43,7;246,4;20,3;68,0;391,9;0;Ideal
2025-09-30;23,8;30,8;19,6;74,0;476,8;0,0;1;2;5,92;201,6;43,0;229,2;21,3;61,7;317,6;3;Proteger
2025-10-01;23,5;28,4;19,3;66,0;506,3;0,0;0;0;5,84;187,7;46,4;268,5;21,2;57,9;346,7;2;Irrigar
2025-10-02;24,3;29,8;20,0;63,7;511,4;0,0;0;0;5,74;210,5;45,1;249,7;21,3;77,0;341,9;0;Ideal
2025-10-03;22,4;29,1;16,9;69,0;492,3;1,4;0;0;5,82;191,3;46,7;284,5;20,8;68,0;328,7;0;Ideal
2025-10-04;22,6;27,6;17,7;61,5;504,5;0,0;0;0;5,83;188,5;53,3;231,7;20,7;63,9;365,7;0;Ideal
2025-10-05;21,7;28,6;17,4;70,1;656,5;0,0;0;2;5,84;165,5;48,0;279,7;19,6;64,6;450,5;0;Ideal
2025-10-06;22,2;29,2;17,2;68,4;576,8;1,6;0;0;5,73;196,4;45,9;237,0;19,4;62,7;381,5;0;Ideal
2025-10-07;23,1;29,2;17,8;67,3;511,6;0,0;0;1;5,78;160,9;43,4;239,0;19,8;73,9;376,9;0;Ideal
2025-10-08;23,5;28,0;19,3;63,0;594,3;0,0;0;0;5,79;182,8;46,7;289,7;20,6;67,5;407,8;0;Ideal
2025-10-09;21,4;26,8;16,9;71,6;515,1;13,5;0;0;5,74;198,5;45,2;329,0;18,3;85,8;354,4;1;Travar Irrigação
2025-10-10;23,5;29,8;19,7;67,7;638,9;0,0;0;0;5,91;150,1;39,9;236,7;21,0;57,2;457,1;2;Irrigar
2025-10-11;24,0;31,4;20,0;65,3;577,9;0,0;3;0;5,93;188,0;51,5;264,4;20,9;68,2;395,4;3;Proteger
2025-10-12;22,8;29,2;17,6;58,7;543,0;0,0;0;0;5,92;209,6;46,8;234,0;19,8;70,4;377,5;0;Ideal
2025-10-13;24,5;29,7;20,5;70,3;590,6;3,0;0;1;5,83;189,3;46,3;259,1;21,9;60,8;426,3;0;Ideal
2025-10-14;21,2;27,6;16,4;77,7;432,3;2,3;0;4;5,92;183,9;48,2;261,9;18,3;64,9;287,9;0;Ideal
2025-10-15;20,6;26,7;15,3;77,5;470,9;5,8;0;4;5,85;211,2;38,9;272,5;17,7;73,4;307,0;0;Ideal
2025-10-16;19,8;26,7;16,1;69,2;468,7;0,0;0;0;5,83;187,0;47,2;275,6;16,7;74,5;331,2;0;Ideal
2025-10-17;23,7;28,5;18,8;68,8;578,8;3,5;0;0;5,87;177,7;41,2;260,7;21,4;54,4;397,1;2;Irrigar
2025-10-18;22,6;29,4;18,5;73,3;709,0;0,0;0;0;5,83;181,3;49,8;240,3;19,9;60,2;484,3;0;Ideal
2025-10-19;21,7;27,8;15,8;67,6;752,0;14,1;0;0;5,82;191,6;35,8;274,0;18,3;78,2;521,4;0;Ideal
2025-10-20;22,0;29,4;17,3;73,1;627,5;12,5;0;2;5,98;175,7;31,2;212,0;19,5;83,1;444,9;2;Irrigar
2025-10-21;20,2;25,8;14,7;75,1;619,6;0,0;0;2;5,86;206,2;42,8;291,4;16,9;62,9;406,6;0;Ideal
2025-10-22;24,5;30,8;19,6;77,2;438,4;0,0;1;2;5,82;179,4;45,5;253,7;21,5;59,0;284,4;3;Proteger
2025-10-23;21,6;28,9;18,0;72,1;542,0;24,4;0;0;5,96;178,8;38,0;303,3;18,5;76,4;363,0;0;Ideal
2025-10-24;21,5;26,3;16,4;71,9;525,3;3,2;0;0;5,84;192,8;46,4;328,3;17,9;72,7;359,4;0;Ideal
2025-10-25;22,2;29,5;16,3;69,4;541,5;3,5;0;2;5,8;171,7;39,6;303,5;20,1;68,0;399,3;0;Ideal
2025-10-26;21,8;28,4;16,8;69,8;580,6;5,6;0;0;5,73;158,7;33,5;245,4;19,4;71,8;408,7;2;Irrigar
2025-10-27;21,4;26,1;15,9;72,4;559,1;0,0;0;1;5,74;198,7;46,0;282,7;18,0;67,4;373,5;0;Ideal
2025-10-28;20,1;25,5;14,4;75,0;441,3;16,7;0;3;5,82;200,6;40,4;248,3;17,6;77,3;326,2;0;Ideal
2025-10-29;21,5;28,2;17,5;77,4;662,2;0,9;0;2;5,85;200,9;42,5;250,7;18,7;72,3;452,9;0;Ideal
2025-10-30;23,2;27,9;19,1;70,7;519,3;4,0;0;0;5,9;174,1;35,1;243,1;20,1;66,8;345,6;0;Ideal
2025-10-31;22,4;28,7;17,4;80,1;626,9;0,0;0;5;5,96;177,9;44,3;276,6;20,4;64,5;427,3;0;Ideal
2025-11-01;22,7;28,2;18,1;73,2;776,3;0,0;0;1;5,71;162,2;42,5;262,0;20,0;67,3;534,2;0;Ideal
2025-11-02;20,1;26,4;14,5;74,4;539,4;1,7;0;5;5,85;209,5;45,5;268,2;17,3;66,8;364,8;0;Ideal
2025-11-03;19,4;24,1;13,7;71,7;413,1;0,0;0;0;5,81;205,7;44,1;236,3;17,8;70,2;268,1;0;Ideal
2025-11-04;20,4;27,5;16,0;65,2;595,2;9,0;0;0;5,81;187,7;47,3;240,8;18,4;86,5;407,2;1;Travar Irrigação
2025-11-05;20,5;28,0;16,4;78,7;708,6;14,6;0;3;5,86;163,3;39,2;267,0;18,4;92,2;484,8;1;Travar Irrigação
2025-11-06;21,7;29,1;16,3;78,3;779,6;0,0;0;4;5,72;176,5;46,2;269,4;19,0;66,6;568,5;0;Ideal
2025-11-07;18,3;25,0;14,1;74,4;527,0;0,0;0;2;5,88;182,0;43,0;265,8;16,6;67,6;368,6;0;Ideal
2025-11-08;22,1;27,0;16,5;76,0;667,4;0,0;0;2;5,82;199,1;52,8;272,9;19,6;65,0;431,4;0;Ideal
2025-11-09;20,0;26,8;15,4;78,0;592,7;7,5;0;3;5,93;189,1;42,9;252,2;17,3;75,8;430,2;0;Ideal
2025-11-10;19,6;24,2;14,4;69,8;623,7;1,4;0;0;5,82;223,3;46,0;238,1;17,0;65,8;403,7;0;Ideal
2025-11-11;18,8;23,4;15,1;74,2;846,0;0,0;0;2;5,98;191,8;47,1;274,1;15,6;65,7;604,8;0;Ideal
2025-11-12;18,0;23,5;12,9;79,7;516,4;1,6;0;4;5,8;143,4;43,3;266,5;15,5;75,7;371,0;2;Irrigar
2025-11-13;20,9;26,9;16,3;71,7;659,0;9,5;0;1;5,87;204,0;34,2;279,1;18,7;70,4;438,8;0;Ideal
2025-11-14;19,9;26,7;15,0;78,0;678,2;2,1;0;4;5,81;172,2;47,0;254,6;17,0;68,0;491,5;0;Ideal
2025-11-15;18,2;24,8;14,3;71,6;729,7;1,0;0;1;5,85;179,4;44,1;302,3;15,3;77,3;513,9;0;Ideal
2025-11-16;18,1;24,0;12,8;79,1;652,6;1,4;0;4;5,87;229,9;40,1;261,2;15,0;76,8;482,2;0;Ideal
2025-11-17;19,2;24,5;13,6;77,3;671,4;0,0;0;2;6,0;206,4;44,2;260,9;15,9;81,3;477,0;0;Ideal
2025-11-18;21,6;29,1;17,5;71,1;617,3;0,0;0;0;5,81;206,0;41,1;273,9;19,0;68,9;431,1;0;Ideal
2025-11-19;19,2;25,0;15,4;82,4;671,9;10,5;0;6;5,79;185,7;44,2;269,3;17,1;76,2;470,0;0;Ideal
2025-11-20;17,6;23,5;14,1;75,0;624,7;5,8;0;3;5,8;199,2;42,2;287,3;15,7;79,8;441,4;0;Ideal
2025-11-21;19,1;24,1;14,0;74,9;703,6;1,4;0;2;5,77;183,3;42,2;261,4;16,4;64,5;463,2;0;Ideal
2025-11-22;19,0;25,9;14,0;79,1;626,0;0,7;0;4;5,83;189,2;39,3;270,4;17,4;76,3;462,9;0;Ideal
2025-11-23;16,0;22,6;11,1;83,1;687,4;0,2;0;4;5,95;204,9;42,0;253,9;12,1;77,3;504,3;0;Ideal
2025-11-24;19,1;24,3;15,0;74,6;656,4;1,4;0;3;5,81;180,2;41,3;279,6;17,2;60,0;465,7;0;Ideal
2025-11-25;18,8;23,6;14,4;79,1;750,4;0,0;0;4;5,86;184,0;46,8;265,3;16,3;68,1;539,8;0;Ideal
2025-11-26;19,9;26,4;14,9;80,7;657,7;2,2;0;6;5,93;188,7;38,8;260,5;17,9;72,5;470,2;0;Ideal
2025-11-27;21,2;27,7;16,5;82,0;521,3;0,0;0;4;6,05;204,5;45,4;252,3;17,5;66,3;360,0;0;Ideal
2025-11-28;20,3;25,6;14,3;80,0;765,5;0,9;0;4;5,92;178,0;43,3;224,3;17,3;72,8;561,6;0;Ideal
2025-11-29;18,6;25,9;14,7;78,0;593,4;2,0;0;3;5,87;192,6;47,8;249,7;16,3;67,2;428,3;0;Ideal
2025-11-30;17,5;22,5;12,3;76,4;614,8;5,9;0;3;5,87;191,4;38,9;287,7;16,1;69,9;425,2;0;Ideal
2025-12-01;21,9;27,7;17,4;80,2;620,6;7,5;0;4;5,91;195,4;39,0;191,7;20,1;79,3;408,3;2;Irrigar
2025-12-02;18,8;26,1;14,2;75,7;779,4;2,3;0;1;5,81;209,3;49,7;293,5;16,2;72,1;543,6;0;Ideal
2025-12-03;18,7;24,5;13,4;68,4;499,6;0,5;0;0;5,94;173,7;41,5;295,3;16,2;76,8;339,7;0;Ideal
2025-12-04;18,6;25,0;13,4;82,0;922,5;4,0;0;6;5,9;160,2;43,0;233,0;15,9;65,9;656,2;0;Ideal
2025-12-05;18,8;24,5;12,8;84,0;756,9;0,0;0;5;5,98;150,6;50,3;332,4;16,3;66,3;572,2;2;Irrigar
2025-12-06;18,4;23,7;14,5;71,1;691,2;0,0;0;2;5,74;184,1;45,7;303,6;16,0;65,2;469,6;0;Ideal
2025-12-07;17,8;25,2;14,0;76,7;669,8;0,0;0;4;5,84;166,3;45,2;255,9;14,5;76,5;461,4;0;Ideal
2025-12-08;17,8;23,5;12,5;83,3;697,9;7,7;0;5;5,82;180,5;41,4;226,3;15,4;72,9;514,2;0;Ideal
2025-12-09;18,3;25,5;13,4;89,2;717,4;6,5;0;8;6,01;175,8;38,8;267,4;16,1;78,5;498,9;0;Ideal
2025-12-10;17,7;22,9;13,5;81,2;728,0;4,3;0;5;5,9;171,8;41,5;217,9;15,7;76,6;498,0;2;Irrigar
2025-12-11;17,4;22,6;13,7;78,4;721,5;4,5;0;2;6,03;184,4;38,6;291,4;15,1;77,0;498,7;0;Ideal
2025-12-12;18,4;23,0;14,7;80,7;684,8;6,2;0;4;5,93;179,2;44,1;222,4;15,7;87,4;467,8;1;Travar Irrigação
2025-12-13;17,9;24,4;12,2;87,0;662,3;9,5;0;5;5,9;176,6;35,4;214,8;15,3;82,8;462,8;2;Irrigar
2025-12-14;20,0;25,6;16,0;79,1;666,4;9,7;0;5;5,87;185,3;44,2;265,2;17,2;79,3;475,2;0;Ideal
2025-12-15;14,9;22,0;10,6;78,6;663,3;1,5;0;2;5,99;173,3;44,6;278,5;12,0;71,2;442,4;0;Ideal
2025-12-16;19,4;25,3;15,3;80,0;770,0;0,0;0;5;5,75;188,0;43,5;275,1;16,9;63,6;538,3;0;Ideal
2025-12-17;19,5;26,9;15,2;78,2;727,0;4,2;0;3;5,78;207,7;37,5;265,1;16,5;77,7;503,9;0;Ideal
2025-12-18;15,5;20,6;11,9;82,6;444,5;16,4;0;5;5,87;206,5;40,1;282,9;12,5;79,5;312,8;0;Ideal
2025-12-19;17,6;24,7;12,8;88,7;732,4;8,0;0;7;5,93;193,8;40,7;275,1;14,3;91,7;510,2;1;Travar Irrigação
2025-12-20;17,5;24,3;13,8;83,6;695,5;0,0;0;5;5,97;168,6;46,2;237,4;15,2;67,9;487,3;0;Ideal
2025-12-21;16,2;23,0;10,7;81,4;678,5;1,0;0;6;5,96;162,0;41,8;281,4;14,8;70,1;483,8;0;Ideal
2025-12-22;16,9;24,0;12,9;81,4;648,9;7,4;0;2;5,89;220,0;34,3;272,4;13,6;63,6;458,7;0;Ideal
2025-12-23;16,5;23,3;11,7;76,4;769,8;1,0;0;4;5,87;176,3;44,1;347,5;13,9;73,2;529,1;0;Ideal
2025-12-24;19,9;26,3;14,2;86,3;755,5;3,3;0;7;5,96;177,5;41,7;315,5;18,0;75,2;494,3;0;Ideal
2025-12-25;18,9;23,8;13,8;82,5;617,7;1,2;0;4;5,88;234,6;43,5;297,6;17,1;72,7;419,8;0;Ideal
2025-12-26;19,3;23,9;14,5;82,2;711,8;9,4;0;4;5,71;195,5;37,0;274,4;16,2;79,5;498,8;0;Ideal
2025-12-27;18,6;25,9;14,3;95,8;601,2;1,8;0;12;6,04;166,4;48,9;255,1;15,3;73,4;421,4;0;Ideal
2025-12-28;16,4;22,7;12,0;84,3;568,2;4,0;0;5;5,94;212,0;42,1;267,0;13,3;79,8;400,5;0;Ideal
2025-12-29;17,1;24,0;11,9;80,1;628,0;18,1;0;3;5,86;151,4;45,8;239,3;14,3;89,7;421,6;1;Travar Irrigação
2025-12-30;18,3;24,2;12,3;81,5;746,6;0,0;0;6;5,78;143,9;47,9;256,4;17,2;63,8;508,8;2;Irrigar
2025-12-31;16,2;21,0;11,0;87,9;753,3;5,7;0;7;5,91;186,3;40,3;285,3;13,2;69,2;500,3;0;Ideal
