timestamp,polo,sistema,cultivar,dias_apos_transplante,fase,N_mg_dm3,P_mg_dm3,K_mg_dm3,ph,umidade_solo_pct,temp_solo_c,temp_ar_c,temp_max_c,temp_min_c,umidade_relativa_pct,vpd_kpa,dli_mol_m2_d,chuva_mm,origem_clima,classe_acao,motivo,saude_pct
2026-06-16,Circuito das Frutas-SP,solo_convencional,San Andreas,46,floracao,25.6,41.6,151.0,6.41,67.5,17.8,17.2,23.2,11.4,66.7,0.69,29.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-03-17,Circuito das Frutas-SP,solo_convencional,San Andreas,177,producao,41.6,125.2,100.9,5.95,61.1,22.3,22.1,26.8,17.9,63.6,0.98,39.3,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-01-16,Circuito das Frutas-SP,solo_convencional,San Andreas,112,producao,36.8,75.9,139.8,4.43,73.8,21.2,22.2,29.6,18.5,81.7,0.56,39.8,4.6,observado_horario_agregado,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-03-24,Circuito das Frutas-SP,solo_convencional,San Andreas,150,producao,41.5,56.8,146.0,5.78,57.4,21.1,20.3,26.0,15.0,84.6,0.42,47.2,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-10-04,Circuito das Frutas-SP,solo_convencional,San Andreas,79,frutificacao,20.8,30.3,170.2,6.46,88.3,16.6,16.8,23.1,11.7,76.8,0.5,33.9,5.4,sazonal_sintetico,0,condições dentro do ideal,100
2026-05-02,Circuito das Frutas-SP,solo_convencional,San Andreas,17,vegetativo,31.8,71.5,80.6,6.49,57.2,19.3,18.6,24.6,10.8,65.9,0.76,27.0,20.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-03-21,Circuito das Frutas-SP,solo_convencional,San Andreas,11,vegetativo,41.8,49.8,59.7,5.69,88.1,22.9,20.5,27.7,11.7,75.3,0.64,41.0,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-06-20,Circuito das Frutas-SP,solo_convencional,San Andreas,26,vegetativo,44.2,58.3,104.6,5.5,35.3,15.2,14.8,19.8,7.8,59.6,0.7,14.3,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-10-11,Circuito das Frutas-SP,solo_convencional,San Andreas,68,frutificacao,39.1,76.1,145.8,5.64,79.0,20.3,19.0,24.2,12.5,66.8,0.76,23.8,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-03-31,Circuito das Frutas-SP,solo_convencional,San Andreas,149,producao,26.9,40.9,102.9,5.73,86.8,22.4,21.0,26.2,15.7,67.1,0.84,31.0,11.6,sazonal_sintetico,0,condições dentro do ideal,100
2026-04-12,Circuito das Frutas-SP,solo_convencional,San Andreas,128,producao,39.9,63.9,107.2,5.71,76.4,22.6,21.4,27.4,14.6,71.8,0.76,34.2,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-12-17,Circuito das Frutas-SP,solo_convencional,San Andreas,50,floracao,40.5,62.6,118.6,6.27,25.1,22.1,22.7,28.2,17.2,66.5,0.94,52.8,3.8,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-03-01,Circuito das Frutas-SP,solo_convencional,San Andreas,53,floracao,27.8,67.4,131.9,6.31,116.7,24.0,23.3,31.1,16.5,81.3,0.59,50.8,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-01-03,Circuito das Frutas-SP,solo_convencional,San Andreas,61,floracao,42.7,63.2,54.6,5.88,82.7,24.9,23.6,28.7,20.2,81.3,0.61,47.1,0.0,observado_horario_agregado,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-11-08,Circuito das Frutas-SP,solo_convencional,San Andreas,67,frutificacao,20.1,37.1,160.4,5.72,63.0,21.6,20.8,25.8,14.9,79.2,0.56,50.2,5.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-11-27,Circuito das Frutas-SP,solo_convencional,San Andreas,77,frutificacao,31.6,76.0,55.2,5.56,89.2,24.5,23.4,28.7,17.9,85.2,0.48,44.9,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-01-30,Circuito das Frutas-SP,solo_convencional,San Andreas,21,vegetativo,80.0,72.9,131.5,5.68,56.0,24.0,23.4,26.7,19.6,65.0,1.01,34.9,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-04-12,Circuito das Frutas-SP,solo_convencional,San Andreas,58,floracao,23.5,65.9,168.6,6.24,79.3,20.7,21.4,27.4,14.6,71.8,0.76,34.2,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-12-26,Circuito das Frutas-SP,solo_convencional,San Andreas,170,producao,39.1,44.3,172.4,6.38,74.2,22.2,22.2,26.6,15.6,77.3,0.66,28.4,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-08-11,Circuito das Frutas-SP,solo_convencional,San Andreas,56,floracao,22.7,43.5,142.8,6.07,81.4,17.2,15.7,21.5,7.2,65.1,0.66,25.4,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-09-25,Circuito das Frutas-SP,solo_convencional,San Andreas,110,frutificacao,29.7,59.4,147.8,5.93,73.5,18.3,17.8,21.1,13.6,52.2,0.95,33.5,5.7,sazonal_sintetico,0,condições dentro do ideal,100
2026-09-29,Circuito das Frutas-SP,solo_convencional,San Andreas,17,vegetativo,22.3,36.3,129.9,5.76,82.6,18.4,18.0,24.2,12.1,69.6,0.67,33.4,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-08-07,Circuito das Frutas-SP,solo_convencional,San Andreas,129,producao,26.1,73.0,157.7,7.19,82.1,15.8,15.1,22.5,8.2,62.6,0.67,26.3,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-10-28,Circuito das Frutas-SP,solo_convencional,San Andreas,39,floracao,31.2,59.9,179.9,7.88,78.9,21.4,21.9,26.6,17.5,77.8,0.63,37.2,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-01-10,Circuito das Frutas-SP,solo_convencional,San Andreas,156,producao,22.1,34.5,147.2,7.55,77.6,26.1,25.5,33.2,19.5,67.5,1.19,54.5,0.0,observado_horario_agregado,3,proteger: calor do ar,82
2026-02-09,Circuito das Frutas-SP,solo_convencional,San Andreas,130,producao,43.5,40.9,132.9,6.48,89.8,24.1,23.5,30.2,18.7,82.8,0.55,53.8,3.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-12-09,Circuito das Frutas-SP,solo_convencional,San Andreas,76,frutificacao,29.7,63.3,150.8,4.66,67.7,22.8,21.9,27.9,16.0,86.5,0.4,43.4,2.5,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-01-30,Circuito das Frutas-SP,solo_convencional,San Andreas,91,frutificacao,10.3,62.5,168.9,5.74,70.5,22.0,23.4,26.7,19.6,65.0,1.01,34.9,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-01-01,Circuito das Frutas-SP,solo_convencional,San Andreas,178,producao,27.4,30.5,95.2,5.91,102.8,27.6,25.1,30.7,20.9,74.9,0.89,49.2,0.2,observado_horario_agregado,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-01-07,Circuito das Frutas-SP,solo_convencional,San Andreas,12,vegetativo,33.6,45.4,179.4,6.41,32.8,23.2,22.8,29.1,18.4,73.1,0.81,46.7,12.8,observado_horario_agregado,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-09-17,Circuito das Frutas-SP,solo_convencional,San Andreas,121,producao,28.7,30.9,120.9,5.81,85.1,15.0,15.0,22.3,10.3,50.8,0.82,22.6,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-01-13,Circuito das Frutas-SP,solo_convencional,San Andreas,176,producao,44.9,34.2,113.2,7.73,65.6,21.4,22.7,30.6,18.2,80.9,0.63,40.6,23.8,observado_horario_agregado,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-06-06,Circuito das Frutas-SP,solo_convencional,San Andreas,27,vegetativo,29.4,72.8,133.0,6.37,31.2,18.9,16.5,21.8,10.7,65.2,0.69,26.9,6.1,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-02-12,Circuito das Frutas-SP,solo_convencional,San Andreas,83,frutificacao,34.7,60.1,172.5,6.47,60.6,23.5,21.6,25.4,17.0,86.4,0.4,51.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-03-20,Circuito das Frutas-SP,solo_convencional,San Andreas,73,frutificacao,33.5,68.1,159.7,5.88,83.5,20.3,21.9,28.2,17.2,75.1,0.7,37.3,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-09-17,Circuito das Frutas-SP,solo_convencional,San Andreas,159,producao,28.2,11.3,98.8,6.12,85.2,16.7,15.0,22.3,10.3,50.8,0.82,22.6,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-09-15,Circuito das Frutas-SP,solo_convencional,San Andreas,147,producao,43.5,49.1,130.6,5.94,57.8,18.9,16.3,22.7,10.1,63.3,0.71,23.7,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-10-13,Circuito das Frutas-SP,solo_convencional,San Andreas,156,producao,29.4,32.6,129.1,6.07,114.2,18.2,17.8,24.0,12.0,71.0,0.64,32.9,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-03-24,Circuito das Frutas-SP,solo_convencional,San Andreas,165,producao,32.6,32.6,123.4,5.56,112.3,20.9,20.3,26.0,15.0,84.6,0.42,47.2,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-09-21,Circuito das Frutas-SP,solo_convencional,San Andreas,92,frutificacao,22.5,33.9,158.4,5.85,85.6,16.8,16.4,20.7,12.1,69.4,0.61,34.5,1.9,sazonal_sintetico,0,condições dentro do ideal,100
2026-11-01,Circuito das Frutas-SP,solo_convencional,San Andreas,61,floracao,30.1,70.4,93.2,6.02,39.5,18.0,19.6,25.2,13.6,70.3,0.72,35.7,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-08-31,Circuito das Frutas-SP,solo_convencional,San Andreas,123,producao,26.4,71.3,83.2,6.4,27.7,15.0,13.6,19.2,7.2,61.3,0.63,26.6,2.4,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-10-18,Circuito das Frutas-SP,solo_convencional,San Andreas,110,frutificacao,25.1,57.9,153.6,6.32,59.6,17.6,18.5,24.2,13.5,67.9,0.72,32.2,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-04-14,Circuito das Frutas-SP,solo_convencional,San Andreas,90,frutificacao,21.8,50.6,169.8,5.96,63.1,21.8,20.5,27.0,13.6,67.5,0.81,48.9,3.2,sazonal_sintetico,0,condições dentro do ideal,100
2026-09-25,Circuito das Frutas-SP,solo_convencional,San Andreas,82,frutificacao,29.4,44.0,114.9,5.63,66.7,17.5,17.8,21.1,13.6,52.2,0.95,33.5,5.7,sazonal_sintetico,0,condições dentro do ideal,100
2026-06-14,Circuito das Frutas-SP,solo_convencional,San Andreas,171,producao,44.1,47.6,147.8,5.7,69.2,17.8,17.1,24.5,9.2,63.3,0.74,26.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-05-25,Circuito das Frutas-SP,solo_convencional,San Andreas,118,producao,25.6,62.4,35.7,5.9,67.8,15.5,15.8,20.5,10.1,60.2,0.73,22.4,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-02-13,Circuito das Frutas-SP,solo_convencional,San Andreas,23,vegetativo,29.3,47.5,96.1,5.74,59.1,22.9,22.8,28.0,17.7,70.6,0.85,37.6,1.7,sazonal_sintetico,0,condições dentro do ideal,100
2026-01-29,Circuito das Frutas-SP,solo_convencional,San Andreas,55,floracao,42.3,70.5,159.1,7.2,66.7,24.1,23.3,29.5,15.7,80.8,0.6,29.3,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-05-18,Circuito das Frutas-SP,solo_convencional,San Andreas,39,floracao,36.4,18.6,137.9,5.91,63.9,18.0,18.5,23.5,11.6,66.9,0.74,30.1,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-09-02,Circuito das Frutas-SP,solo_convencional,San Andreas,5,vegetativo,34.5,57.2,91.7,6.16,122.0,18.9,19.2,25.0,12.0,64.3,0.81,20.3,3.2,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-08-08,Circuito das Frutas-SP,solo_convencional,San Andreas,174,producao,31.1,206.4,94.3,5.96,84.1,14.8,14.4,23.2,6.0,76.0,0.44,22.9,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-08-10,Circuito das Frutas-SP,solo_convencional,San Andreas,95,frutificacao,40.7,39.8,112.6,5.59,61.1,14.2,15.8,22.2,9.9,58.6,0.75,19.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-11-07,Circuito das Frutas-SP,solo_convencional,San Andreas,131,producao,9.6,40.7,118.1,6.08,75.9,21.8,21.8,26.2,14.9,82.3,0.51,44.2,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-08-24,Circuito das Frutas-SP,solo_convencional,San Andreas,156,producao,21.4,48.2,142.7,5.81,60.8,14.1,14.9,17.3,10.0,62.5,0.66,23.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-12-11,Circuito das Frutas-SP,solo_convencional,San Andreas,119,producao,43.3,55.9,158.3,5.94,84.4,23.2,24.2,31.7,17.9,81.0,0.62,42.4,1.6,sazonal_sintetico,0,condições dentro do ideal,100
2026-01-18,Circuito das Frutas-SP,solo_convencional,San Andreas,84,frutificacao,30.4,47.4,96.3,5.97,60.7,23.1,21.5,26.9,18.3,90.7,0.27,30.0,15.8,observado_horario_agregado,0,condições dentro do ideal,100
2026-01-05,Circuito das Frutas-SP,solo_convencional,San Andreas,35,vegetativo,20.0,58.2,115.7,6.09,80.4,19.3,19.6,24.6,17.1,83.1,0.41,50.6,0.0,observado_horario_agregado,0,condições dentro do ideal,100
2026-03-20,Circuito das Frutas-SP,solo_convencional,San Andreas,154,producao,21.7,214.7,115.1,6.18,68.0,20.6,21.9,28.2,17.2,75.1,0.7,37.3,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-10-02,Circuito das Frutas-SP,solo_convencional,San Andreas,122,producao,33.1,52.3,157.8,6.15,66.0,20.2,20.0,25.0,15.1,73.4,0.67,21.7,7.4,sazonal_sintetico,0,condições dentro do ideal,100
2026-11-18,Circuito das Frutas-SP,solo_convencional,San Andreas,34,vegetativo,38.8,52.3,38.5,5.72,84.7,20.4,20.5,25.7,16.2,75.2,0.65,42.7,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-12-07,Circuito das Frutas-SP,solo_convencional,San Andreas,135,producao,35.2,46.1,101.4,5.76,68.3,18.5,18.5,24.8,11.2,83.3,0.41,34.4,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-04-29,Circuito das Frutas-SP,solo_convencional,San Andreas,92,frutificacao,41.3,75.3,110.4,5.91,62.2,19.6,20.7,26.2,13.6,65.1,0.87,32.5,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-06-10,Circuito das Frutas-SP,solo_convencional,San Andreas,27,vegetativo,33.9,68.9,126.8,5.87,73.2,15.4,14.8,20.3,9.0,63.0,0.65,27.9,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-07-01,Circuito das Frutas-SP,solo_convencional,San Andreas,63,floracao,20.1,52.5,139.0,7.91,78.4,16.2,15.7,21.3,11.8,71.5,0.56,24.2,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-08-10,Circuito das Frutas-SP,solo_convencional,San Andreas,66,frutificacao,22.9,9.1,81.5,5.6,87.6,15.5,15.8,22.2,9.9,58.6,0.75,19.1,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-11-09,Circuito das Frutas-SP,solo_convencional,San Andreas,154,producao,29.2,43.9,101.1,6.18,27.9,22.8,22.7,28.1,16.7,86.9,0.41,43.3,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-10-15,Circuito das Frutas-SP,solo_convencional,San Andreas,64,floracao,35.5,58.6,130.9,7.84,74.8,20.3,18.7,25.0,10.9,70.9,0.67,32.1,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-02-18,Circuito das Frutas-SP,solo_convencional,San Andreas,174,producao,26.1,41.9,99.2,6.29,81.6,24.9,23.3,30.9,16.2,75.6,0.74,38.0,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-03-08,Circuito das Frutas-SP,solo_convencional,San Andreas,145,producao,31.1,79.0,98.9,6.05,34.4,21.0,21.1,27.7,15.1,78.7,0.59,38.4,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-12-07,Circuito das Frutas-SP,solo_convencional,San Andreas,124,producao,75.6,48.2,119.3,5.52,67.2,18.5,18.5,24.8,11.2,83.3,0.41,34.4,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-12-09,Circuito das Frutas-SP,solo_convencional,San Andreas,165,producao,42.4,78.2,178.6,5.88,103.1,22.5,21.9,27.9,16.0,86.5,0.4,43.4,2.5,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-04-13,Circuito das Frutas-SP,solo_convencional,San Andreas,131,producao,25.8,70.0,158.3,6.11,83.0,20.1,19.0,23.9,14.6,60.8,0.87,39.8,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-01-20,Circuito das Frutas-SP,solo_convencional,San Andreas,98,frutificacao,30.4,76.8,310.9,5.61,83.3,17.2,17.9,21.0,15.9,87.5,0.27,24.9,1.0,observado_horario_agregado,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-06-08,Circuito das Frutas-SP,solo_convencional,San Andreas,11,vegetativo,32.6,69.5,98.2,5.64,121.3,14.7,15.5,21.1,11.0,74.3,0.5,25.7,12.4,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-09-06,Circuito das Frutas-SP,solo_convencional,San Andreas,75,frutificacao,39.2,37.9,310.9,6.47,70.1,20.3,20.4,24.4,14.4,56.0,1.03,21.6,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-04-04,Circuito das Frutas-SP,solo_convencional,San Andreas,19,vegetativo,37.9,61.6,106.4,4.92,69.7,19.9,20.0,23.9,15.0,62.8,0.88,44.4,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-06-23,Circuito das Frutas-SP,solo_convencional,San Andreas,168,producao,22.2,51.6,100.9,5.87,124.6,15.8,13.9,18.6,8.3,51.6,0.76,21.3,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-08-19,Circuito das Frutas-SP,solo_convencional,San Andreas,111,producao,22.2,40.1,142.7,5.78,58.4,13.8,13.6,19.6,7.5,62.5,0.62,30.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-10-11,Circuito das Frutas-SP,solo_convencional,San Andreas,154,producao,29.2,15.4,138.5,6.39,78.0,17.3,19.0,24.2,12.5,66.8,0.76,23.8,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-09-02,Circuito das Frutas-SP,solo_convencional,San Andreas,146,producao,20.6,135.2,102.3,5.62,67.5,20.0,19.2,25.0,12.0,64.3,0.81,20.3,3.2,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-02-07,Circuito das Frutas-SP,solo_convencional,San Andreas,33,vegetativo,43.9,56.7,84.4,6.18,59.0,20.2,21.4,26.1,17.4,84.5,0.45,43.9,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-12-23,Circuito das Frutas-SP,solo_convencional,San Andreas,43,floracao,27.6,15.4,126.5,5.7,69.5,20.3,22.7,29.1,16.0,79.7,0.61,53.2,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-11-16,Circuito das Frutas-SP,solo_convencional,San Andreas,109,frutificacao,25.1,32.6,93.0,5.95,65.0,17.4,19.0,25.8,13.0,68.5,0.73,33.6,3.8,sazonal_sintetico,0,condições dentro do ideal,100
2026-08-23,Circuito das Frutas-SP,solo_convencional,San Andreas,152,producao,26.9,76.2,21.4,5.72,61.7,13.2,14.8,22.5,7.6,59.3,0.7,41.8,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-12-10,Circuito das Frutas-SP,solo_convencional,San Andreas,152,producao,30.5,73.9,82.3,4.4,76.7,21.7,22.5,27.4,18.2,67.7,0.9,49.1,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-02-28,Circuito das Frutas-SP,solo_convencional,San Andreas,24,vegetativo,42.7,67.2,83.1,5.98,33.4,22.0,20.8,27.0,14.8,88.3,0.33,33.6,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-08-05,Circuito das Frutas-SP,solo_convencional,San Andreas,57,floracao,35.9,72.1,145.1,5.94,89.1,16.0,16.1,21.4,11.4,80.0,0.42,26.1,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-11-19,Circuito das Frutas-SP,solo_convencional,San Andreas,70,frutificacao,26.2,70.7,172.3,5.79,80.3,21.1,22.5,28.7,16.7,67.8,0.9,31.0,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-08-29,Circuito das Frutas-SP,solo_convencional,San Andreas,15,vegetativo,25.0,77.9,115.8,5.69,38.4,14.5,14.8,18.8,11.1,60.4,0.69,24.3,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-07-02,Circuito das Frutas-SP,solo_convencional,San Andreas,76,frutificacao,25.8,55.1,51.1,6.35,85.9,15.7,14.8,19.5,9.7,47.1,0.86,28.8,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-11-26,Circuito das Frutas-SP,solo_convencional,San Andreas,117,producao,40.4,50.1,124.6,7.36,89.3,22.0,20.5,26.4,14.7,89.2,0.3,46.8,2.2,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-12-08,Circuito das Frutas-SP,solo_convencional,San Andreas,36,floracao,39.9,69.1,82.8,6.47,33.1,22.0,22.2,29.4,16.0,87.1,0.39,47.3,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-05-31,Circuito das Frutas-SP,solo_convencional,San Andreas,18,vegetativo,24.3,79.7,158.4,5.5,65.2,14.9,16.4,21.3,11.4,69.0,0.62,24.1,4.2,sazonal_sintetico,0,condições dentro do ideal,100
2026-10-30,Circuito das Frutas-SP,solo_convencional,San Andreas,44,floracao,26.7,67.2,418.9,6.19,76.9,22.0,20.8,26.0,13.4,69.4,0.79,32.5,2.2,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-06-27,Circuito das Frutas-SP,solo_convencional,San Andreas,34,vegetativo,24.7,189.9,120.4,5.69,58.4,15.5,15.8,20.7,11.0,64.1,0.67,20.9,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-04-20,Circuito das Frutas-SP,solo_convencional,San Andreas,129,producao,31.4,36.8,161.2,6.37,84.7,17.3,16.7,21.2,10.9,69.6,0.62,30.6,6.1,sazonal_sintetico,0,condições dentro do ideal,100
2026-12-28,Circuito das Frutas-SP,solo_convencional,San Andreas,167,producao,36.2,79.7,100.5,6.41,22.8,22.3,23.0,27.7,18.0,66.8,0.95,42.6,12.1,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-05-22,Circuito das Frutas-SP,solo_convencional,San Andreas,43,floracao,60.2,33.9,161.6,6.08,71.4,16.6,15.7,22.8,8.6,56.1,0.79,33.4,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-03-14,Circuito das Frutas-SP,solo_convencional,San Andreas,121,producao,21.7,57.7,165.2,7.87,83.8,20.4,20.0,27.2,13.7,72.5,0.69,54.1,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-12-08,Circuito das Frutas-SP,solo_convencional,San Andreas,84,frutificacao,41.2,34.6,415.1,5.51,59.5,22.9,22.2,29.4,16.0,87.1,0.39,47.3,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-06-30,Circuito das Frutas-SP,solo_convencional,San Andreas,155,producao,14.4,77.3,132.4,6.11,83.7,18.0,17.3,23.0,10.9,65.0,0.72,18.2,3.8,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-10-15,Circuito das Frutas-SP,solo_convencional,San Andreas,93,frutificacao,29.2,72.0,57.6,6.21,64.4,18.0,18.7,25.0,10.9,70.9,0.67,32.1,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-12-14,Circuito das Frutas-SP,solo_convencional,San Andreas,32,vegetativo,42.7,52.0,164.9,4.73,55.6,22.7,22.9,29.3,18.3,79.2,0.63,40.9,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-08-10,Circuito das Frutas-SP,solo_convencional,San Andreas,129,producao,32.3,76.2,107.5,7.31,81.2,16.6,15.8,22.2,9.9,58.6,0.75,19.1,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
2026-07-28,Circuito das Frutas-SP,solo_convencional,San Andreas,72,frutificacao,42.1,35.4,104.9,5.78,89.6,14.1,14.0,19.6,8.5,66.8,0.57,27.0,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-07-05,Circuito das Frutas-SP,solo_convencional,San Andreas,59,floracao,32.8,57.5,152.1,5.99,67.0,17.8,17.5,22.7,11.0,70.9,0.63,28.5,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-05-07,Circuito das Frutas-SP,solo_convencional,San Andreas,83,frutificacao,45.0,62.7,16.8,6.06,69.8,20.1,20.0,28.5,12.6,69.8,0.75,33.0,0.0,sazonal_sintetico,2,"irrigar/adubar/corrigir: falta, seca ou pH baixo",88
2026-07-31,Circuito das Frutas-SP,solo_convencional,San Andreas,73,frutificacao,25.4,60.8,166.1,5.6,58.0,13.7,13.4,22.2,6.2,52.2,0.73,18.0,0.0,sazonal_sintetico,0,condições dentro do ideal,100
2026-03-30,Circuito das Frutas-SP,solo_convencional,San Andreas,97,frutificacao,21.2,48.0,119.5,6.19,110.1,21.2,21.1,28.7,15.2,82.2,0.5,33.8,0.0,sazonal_sintetico,1,"travar/corrigir: excesso, encharcamento ou pH alto",88
