timestamp,polo,sistema,cultivar,dias_apos_transplante,fase,ce_ms_cm,ph,N,P,K,Ca,Mg,temp_solucao_c,od_mg_l,vazao_l_min,nivel_reservatorio_pct,temp_ar_c,temp_max_c,temp_min_c,umidade_relativa_pct,vpd_kpa,dli_mol_m2_d,origem_clima,ce_alvo_min,ce_alvo_max,classe_acao,motivo,saude_pct
2026-11-24,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,167,producao,1.62,7.11,153.6,43.8,268.0,120.6,43.0,21.6,8.26,1.07,63.2,22.8,30.2,15.3,80.5,0.61,26.9,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-12-10,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,149,producao,1.5,5.74,146.6,40.8,257.8,111.2,37.5,25.3,6.11,1.0,82.0,24.0,28.9,19.2,70.7,0.9,35.4,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-05-10,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,99,frutificacao,1.3,6.14,122.6,37.6,206.6,104.4,37.9,18.0,7.81,1.22,73.9,18.6,23.9,13.4,72.1,0.62,22.4,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-06-14,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,115,producao,2.47,5.91,253.5,60.5,394.7,208.0,64.7,20.9,7.07,1.17,83.5,18.1,26.0,10.2,66.3,0.74,18.8,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-08-28,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,90,frutificacao,0.74,6.14,71.9,21.0,133.1,60.6,18.3,14.8,9.86,1.4,60.3,15.4,20.7,10.2,76.4,0.51,21.4,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-07-23,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,79,frutificacao,1.57,7.05,160.9,41.2,278.8,132.0,42.5,15.5,9.84,1.57,47.7,16.8,22.8,10.7,74.2,0.57,17.3,sazonal_sintetico,1.3,1.6,1,travar/corrigir: CE ou pH alto,88
2026-11-07,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,37,floracao,1.15,5.85,117.6,32.3,184.9,91.2,31.1,20.4,7.04,1.65,71.8,21.8,27.7,15.9,85.3,0.51,31.8,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-01-06,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,93,frutificacao,1.53,5.09,147.6,38.3,246.6,121.0,40.1,24.7,8.19,1.26,73.5,23.5,30.2,16.8,74.6,0.78,39.4,observado_horario_agregado,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-07-04,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,123,producao,2.59,6.14,235.7,73.4,446.1,181.2,67.2,17.0,9.04,1.21,61.8,17.2,24.3,10.2,69.0,0.65,13.9,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-10-09,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,83,frutificacao,1.35,7.49,137.0,35.3,235.9,104.8,38.0,14.7,8.39,1.14,58.4,17.0,22.9,11.2,73.8,0.57,21.3,sazonal_sintetico,1.3,1.6,1,travar/corrigir: CE ou pH alto,88
2026-09-19,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,139,producao,1.44,6.17,141.8,37.4,233.5,125.3,37.5,19.2,9.11,1.24,45.9,17.2,24.0,10.3,83.6,0.42,16.4,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-05-20,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,10,vegetativo,0.94,6.11,88.1,25.5,152.9,80.3,29.0,20.3,8.37,1.18,61.0,22.1,27.4,16.8,65.8,0.95,22.6,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-12-25,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,70,frutificacao,1.4,7.09,151.6,34.5,219.9,111.1,37.6,23.4,6.39,1.18,80.1,21.2,27.9,14.4,81.0,0.61,33.4,sazonal_sintetico,1.3,1.6,1,travar/corrigir: CE ou pH alto,88
2026-05-30,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,61,floracao,1.39,5.08,143.4,37.4,228.6,114.4,34.1,18.1,8.49,1.04,49.1,18.4,25.3,11.5,64.3,0.76,17.6,sazonal_sintetico,1.1,1.4,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-09-26,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,135,producao,1.58,5.93,150.8,41.5,286.8,130.2,46.1,19.2,7.03,1.54,71.7,18.5,25.2,11.9,75.7,0.59,13.7,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-12-25,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,10,vegetativo,1.02,5.88,98.1,26.6,173.1,83.4,25.7,23.1,7.5,1.14,82.3,21.2,27.9,14.4,81.0,0.61,33.4,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-04-18,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,178,producao,1.5,5.58,152.7,43.1,260.0,115.9,40.4,21.5,7.34,1.49,50.5,20.4,27.3,13.6,70.4,0.74,29.0,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-12-03,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,92,frutificacao,0.99,6.13,98.2,27.4,164.0,79.7,25.9,19.5,6.66,1.09,69.8,21.0,26.2,15.9,86.7,0.45,31.0,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-10-18,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,67,frutificacao,0.87,5.64,83.5,23.1,140.5,67.6,23.2,19.8,8.67,0.84,56.5,20.1,25.7,14.5,70.9,0.72,23.2,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-12-07,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,38,floracao,1.32,6.61,137.0,34.4,208.2,103.3,34.4,17.3,9.45,1.85,98.7,19.3,26.3,12.2,86.3,0.41,24.7,sazonal_sintetico,1.1,1.4,1,travar/corrigir: CE ou pH alto,88
2026-06-03,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,53,floracao,1.26,5.56,130.4,31.4,205.9,104.0,33.3,15.5,9.67,0.92,80.0,16.4,22.6,10.2,70.6,0.62,23.9,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-08-15,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,180,producao,1.49,5.51,146.0,37.4,246.4,107.8,40.6,20.3,8.02,0.81,90.5,19.4,27.6,11.2,66.2,0.83,14.4,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-07-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,82,frutificacao,1.42,5.93,145.3,39.0,223.6,122.2,39.5,16.0,8.91,1.36,60.8,17.7,23.7,11.7,73.7,0.55,24.8,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-02-08,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,140,producao,2.37,5.65,203.3,70.2,429.9,178.7,62.9,21.5,6.59,1.48,87.0,22.1,29.0,15.3,84.3,0.53,33.1,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-08-29,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,16,vegetativo,1.18,6.14,110.1,31.2,188.2,96.2,32.1,16.8,9.24,1.49,60.6,16.2,20.3,12.1,63.4,0.69,17.5,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-09-03,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,116,producao,2.16,6.19,216.1,61.8,368.6,171.3,53.3,16.6,9.04,0.92,99.5,15.9,23.7,8.2,74.5,0.52,20.2,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-06-29,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,48,floracao,1.33,5.83,129.8,32.2,252.6,111.2,35.5,18.9,8.56,1.27,46.8,17.8,23.7,12.0,74.9,0.56,12.1,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-08-31,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,149,producao,1.42,5.58,148.8,38.3,236.6,113.0,36.7,15.8,9.6,1.09,94.4,14.4,20.7,8.2,64.3,0.63,19.2,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-06-17,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,13,vegetativo,1.04,6.12,86.3,29.9,172.8,82.4,29.7,19.4,8.18,0.98,96.2,17.9,24.3,11.4,65.8,0.72,22.9,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-12-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,67,frutificacao,1.46,5.85,144.3,39.9,231.3,115.8,39.0,25.8,7.77,1.15,10.9,26.0,33.2,18.9,84.0,0.62,30.5,sazonal_sintetico,1.3,1.6,3,proteger: calor do ar,82
2026-08-24,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,113,producao,2.22,5.89,232.3,57.6,385.1,172.5,62.2,14.6,9.21,1.19,96.7,14.9,18.8,11.0,65.5,0.66,16.6,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-11-09,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,107,frutificacao,1.33,5.52,148.6,35.7,232.2,105.6,36.1,22.1,6.57,0.85,21.3,23.6,29.6,17.7,89.9,0.41,31.2,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-03-18,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,148,producao,1.68,6.17,162.2,42.1,300.9,125.7,47.2,21.3,6.42,1.05,84.8,21.5,26.5,16.6,71.1,0.8,30.0,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-04-02,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,89,frutificacao,1.45,5.63,143.4,42.5,217.8,112.8,38.5,20.9,6.47,1.07,15.1,21.3,28.2,14.5,71.2,0.78,30.5,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-07-13,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,99,frutificacao,1.56,5.55,157.5,43.5,222.6,127.2,40.4,19.4,7.81,1.32,9.4,17.9,23.7,12.0,72.9,0.64,12.2,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-12-07,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,118,producao,1.49,7.07,140.1,36.9,269.5,114.6,35.7,19.7,7.23,0.89,90.0,19.3,26.3,12.2,86.3,0.41,24.7,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-06-30,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,44,floracao,1.21,5.58,124.6,32.6,196.3,106.7,32.8,19.6,9.07,1.61,22.4,18.2,24.5,11.9,68.0,0.72,13.1,sazonal_sintetico,1.1,1.4,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-08-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,16,vegetativo,1.16,6.02,111.4,30.4,191.6,92.8,33.4,15.9,7.96,1.08,48.6,15.6,23.0,8.2,68.1,0.66,18.3,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-01-29,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,148,producao,0.69,5.63,71.9,16.2,115.9,57.9,21.0,23.2,6.46,1.32,62.6,23.9,31.0,16.7,83.8,0.6,21.1,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-09-27,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,24,vegetativo,0.49,6.09,48.2,14.8,88.1,38.5,12.8,19.8,6.76,1.27,88.2,19.4,26.1,12.7,70.6,0.68,24.8,sazonal_sintetico,0.9,1.2,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-05-21,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,47,floracao,1.13,5.68,114.2,28.1,160.5,91.6,30.6,18.3,7.65,0.81,91.0,19.6,26.4,12.8,69.8,0.71,22.6,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-09-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,174,producao,2.46,5.93,227.2,64.8,446.3,189.2,64.9,17.9,8.2,0.8,97.3,16.5,20.7,12.3,85.9,0.34,19.1,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-04-28,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,67,frutificacao,1.13,5.8,104.5,31.0,195.5,86.1,27.7,19.4,8.62,0.9,99.1,20.0,27.1,12.8,75.0,0.65,22.8,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-05-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,65,floracao,1.62,6.02,155.2,43.1,280.1,127.6,45.2,16.3,8.53,1.29,69.6,18.6,23.6,13.6,61.8,0.82,21.3,sazonal_sintetico,1.1,1.4,1,travar/corrigir: CE ou pH alto,88
2026-01-17,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,135,producao,1.42,5.74,140.3,37.1,254.0,123.9,37.8,26.5,7.13,0.84,20.2,24.8,29.5,20.0,89.4,0.41,20.9,observado_horario_agregado,1.4,1.7,3,proteger: solução quente,82
2026-09-24,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,124,producao,1.66,5.88,166.6,42.8,277.0,132.5,46.9,19.9,7.25,1.4,70.5,19.9,26.5,13.3,66.9,0.75,21.0,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-04-03,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,172,producao,1.46,5.14,156.9,39.9,232.8,109.7,35.6,18.6,8.69,0.88,59.6,20.0,26.9,13.1,83.0,0.51,25.6,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-10-24,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,29,vegetativo,1.07,6.01,100.0,28.4,148.4,93.5,29.5,19.5,7.56,1.18,84.0,20.5,25.8,15.2,72.8,0.73,29.4,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-07-12,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,75,frutificacao,1.4,6.04,135.6,37.2,227.6,116.3,39.1,16.3,8.48,1.29,84.8,16.5,23.1,9.8,53.8,0.81,18.8,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-08-16,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,125,producao,1.69,5.62,171.2,42.6,291.8,151.5,45.7,20.3,8.21,1.19,51.7,19.4,27.5,11.3,55.7,0.96,14.9,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-04-05,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,57,floracao,1.75,5.93,184.1,42.8,302.9,127.1,47.4,18.6,6.79,0.81,74.1,18.4,23.8,13.0,71.0,0.69,29.5,sazonal_sintetico,1.1,1.4,1,travar/corrigir: CE ou pH alto,88
2026-11-05,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,158,producao,0.77,5.6,75.9,20.9,135.6,63.3,20.7,21.2,8.85,1.1,62.6,21.8,30.0,13.5,72.7,0.78,28.5,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-06-18,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,119,producao,2.38,5.59,207.1,66.8,403.7,200.2,57.3,15.9,7.62,1.13,48.6,15.7,21.0,10.4,67.2,0.67,14.1,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-01-29,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,129,producao,1.6,6.63,145.7,43.1,260.4,127.0,40.5,25.3,7.52,1.43,71.1,23.9,31.0,16.7,83.8,0.6,21.1,sazonal_sintetico,1.4,1.7,1,travar/corrigir: CE ou pH alto,88
2026-11-21,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,26,vegetativo,1.01,4.88,100.1,26.3,151.8,77.6,27.4,23.9,7.92,1.28,90.5,24.9,32.8,17.0,73.2,0.89,34.8,sazonal_sintetico,0.9,1.2,3,proteger: calor do ar,82
2026-07-12,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,94,frutificacao,1.35,5.86,139.3,36.9,218.7,104.8,39.5,15.2,9.75,1.35,97.0,16.5,23.1,9.8,53.8,0.81,18.8,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-11-04,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,58,floracao,0.67,5.68,64.6,18.8,111.8,55.6,19.0,24.9,6.41,1.03,84.3,23.6,29.2,18.0,72.8,0.82,30.6,sazonal_sintetico,1.1,1.4,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-06-02,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,59,floracao,1.38,6.91,152.7,38.0,226.6,110.4,37.0,16.0,7.29,0.95,94.1,14.4,21.2,7.6,71.3,0.56,17.8,sazonal_sintetico,1.1,1.4,1,travar/corrigir: CE ou pH alto,88
2026-07-30,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,64,floracao,1.3,6.03,142.8,35.4,200.1,103.3,37.2,15.4,7.63,0.86,6.8,18.0,22.5,13.6,64.4,0.75,15.7,sazonal_sintetico,1.1,1.4,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-08-11,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,4,vegetativo,1.0,4.88,109.5,25.9,157.0,72.7,25.7,14.1,7.91,1.41,49.1,15.6,23.0,8.2,68.1,0.66,18.3,sazonal_sintetico,0.9,1.2,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-12-08,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,91,frutificacao,2.41,5.86,258.8,61.2,387.1,191.7,62.1,23.9,6.35,0.61,85.5,24.0,30.9,17.0,90.1,0.39,34.0,sazonal_sintetico,1.3,1.6,1,travar/corrigir: CE ou pH alto,88
2026-10-22,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,79,frutificacao,0.76,5.5,81.1,19.5,129.2,57.5,18.9,19.0,8.65,1.15,91.5,19.6,27.4,11.8,69.4,0.76,29.4,sazonal_sintetico,1.3,1.6,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-06-16,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,126,producao,1.44,5.71,139.5,39.9,242.5,119.2,40.8,17.3,8.03,1.52,96.4,18.6,24.7,12.4,69.7,0.69,21.0,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-03-05,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,102,frutificacao,2.06,6.07,205.7,62.6,346.4,170.1,55.7,22.8,7.12,1.13,93.0,23.2,31.1,15.3,81.2,0.64,34.6,sazonal_sintetico,1.3,1.6,1,travar/corrigir: CE ou pH alto,88
2026-09-29,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,12,vegetativo,1.09,5.6,117.3,28.5,190.6,84.9,30.4,17.6,7.74,1.3,46.2,19.4,25.8,13.1,72.6,0.67,24.0,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-11-24,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,101,frutificacao,1.43,5.88,129.7,36.4,241.8,127.5,36.6,22.0,7.27,1.3,57.1,22.8,30.2,15.3,80.5,0.61,26.9,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-03-15,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,40,floracao,1.3,6.08,132.7,34.0,231.2,110.7,33.3,24.5,6.34,1.08,63.4,23.2,29.9,16.6,89.6,0.4,28.9,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-11-02,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,53,floracao,1.53,5.77,159.3,40.7,266.2,116.6,41.2,17.4,9.19,1.31,84.2,19.1,26.7,11.5,83.1,0.47,29.0,sazonal_sintetico,1.1,1.4,1,travar/corrigir: CE ou pH alto,88
2026-07-10,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,27,vegetativo,0.97,7.45,102.2,28.9,145.8,80.9,25.3,20.6,7.69,1.38,75.4,18.9,24.8,13.0,68.2,0.74,13.7,sazonal_sintetico,0.9,1.2,1,travar/corrigir: CE ou pH alto,88
2026-10-24,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,26,vegetativo,1.0,5.53,100.3,26.9,166.9,83.8,27.7,18.8,6.97,1.72,87.7,20.5,25.8,15.2,72.8,0.73,29.4,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-11-30,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,1,vegetativo,1.02,5.0,107.6,28.5,185.0,83.6,28.2,21.8,6.97,1.11,99.9,20.8,28.9,12.8,82.2,0.54,34.2,sazonal_sintetico,0.9,1.2,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-01-17,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,47,floracao,1.26,6.0,109.6,34.1,216.0,103.8,33.4,25.8,6.88,1.14,74.0,24.8,29.5,20.0,89.4,0.41,20.9,observado_horario_agregado,1.1,1.4,0,condições dentro do ideal,100
2026-12-13,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,145,producao,1.43,6.03,150.4,36.3,262.0,118.1,43.3,20.8,7.21,0.9,96.0,22.0,27.2,16.8,70.5,0.84,34.9,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-03-23,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,176,producao,1.43,6.14,136.7,34.9,212.5,112.4,40.2,21.3,6.61,1.03,45.8,20.6,27.5,13.7,86.9,0.42,29.3,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-03-23,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,160,producao,1.56,6.2,175.3,38.7,273.1,128.5,37.4,19.2,8.89,1.16,7.4,20.6,27.5,13.7,86.9,0.42,29.3,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-04-29,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,55,floracao,2.04,5.66,181.8,52.6,306.1,158.7,57.2,21.7,8.73,1.11,98.5,21.2,27.7,14.6,68.1,0.87,23.4,sazonal_sintetico,1.1,1.4,1,travar/corrigir: CE ou pH alto,88
2026-09-06,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,145,producao,0.64,5.56,65.6,18.8,98.8,56.9,15.5,21.1,7.35,1.09,58.4,20.6,25.9,15.4,59.0,1.03,15.5,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-04-05,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,137,producao,1.62,5.56,157.0,45.2,267.5,127.0,46.6,17.1,7.48,0.97,77.8,18.4,23.8,13.0,71.0,0.69,29.5,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-06-20,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,43,floracao,1.28,5.66,119.3,31.9,227.2,102.2,34.5,18.1,7.89,1.54,46.8,15.0,21.3,8.8,62.6,0.7,10.3,sazonal_sintetico,1.1,1.4,0,condições dentro do ideal,100
2026-07-10,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,20,vegetativo,0.96,5.7,97.7,26.6,155.5,77.2,25.2,17.9,8.81,1.25,84.5,18.9,24.8,13.0,68.2,0.74,13.7,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-08-12,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,168,producao,1.63,5.62,171.2,40.6,270.4,138.5,47.6,17.4,8.06,1.25,53.9,15.4,22.6,8.2,66.6,0.61,19.6,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-01-26,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,127,producao,1.44,5.79,164.4,36.4,220.0,124.5,41.2,22.2,8.6,1.23,60.2,22.2,29.5,14.9,71.6,0.87,37.4,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-05-06,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,78,frutificacao,1.44,6.05,139.5,35.4,219.6,102.8,39.0,19.2,7.54,1.46,72.9,19.4,25.8,13.0,61.6,0.88,17.3,sazonal_sintetico,1.3,1.6,0,condições dentro do ideal,100
2026-12-06,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,41,floracao,1.61,5.52,169.9,45.5,288.8,131.4,45.9,23.3,8.31,1.25,70.4,25.2,32.5,17.9,74.5,0.81,26.7,sazonal_sintetico,1.1,1.4,3,proteger: calor do ar,82
2026-07-30,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,126,producao,1.68,6.01,174.7,46.1,267.7,136.8,49.8,19.6,7.71,1.45,50.1,18.0,22.5,13.6,64.4,0.75,15.7,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
2026-03-08,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,13,vegetativo,0.57,5.54,57.7,16.5,87.9,47.5,14.8,23.2,8.21,1.22,47.1,22.6,29.2,16.1,81.7,0.59,27.6,sazonal_sintetico,0.9,1.2,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-02-20,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,167,producao,1.63,5.54,167.8,44.2,257.9,130.3,41.7,23.3,7.16,1.35,13.6,23.2,31.4,15.1,80.3,0.67,31.9,sazonal_sintetico,1.4,1.7,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-03-13,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,50,floracao,0.6,5.65,56.8,17.3,94.2,46.1,16.5,21.2,6.44,0.56,80.9,21.2,26.1,16.3,82.1,0.54,27.0,sazonal_sintetico,1.1,1.4,2,"repor/corrigir: CE, pH, nível ou vazão baixos",88
2026-02-17,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,20,vegetativo,0.98,6.19,109.8,23.5,158.2,78.2,28.3,23.9,8.39,1.22,72.2,24.9,29.9,19.9,82.8,0.61,22.8,sazonal_sintetico,0.9,1.2,0,condições dentro do ideal,100
2026-01-08,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,7,vegetativo,1.74,6.05,168.2,42.5,287.9,137.6,45.3,26.5,5.88,1.36,97.8,26.4,32.3,20.5,74.7,0.88,38.6,observado_horario_agregado,0.9,1.2,3,proteger: calor do ar,82
2026-09-15,Circuito das Frutas-SP,hidroponia_nft_experimental,San Andreas,161,producao,1.64,6.13,164.6,43.5,261.9,127.7,41.7,16.5,8.6,1.17,69.7,17.7,24.2,11.1,66.3,0.71,17.0,sazonal_sintetico,1.4,1.7,0,condições dentro do ideal,100
